PROBAB  STACK VIRADA NPARTI NRAISE POSICA BIGBLI  NFOLD STACKM    POT POTTOT DEALER  NJOGO  SAIDA 
0.2652 0.1257 0.0000 0.4000 0.1000 0.2000 0.0022 0.6000 0.0178 0.0070 0.0999 0.9000 1.0000 0.0000 
0.2570 0.1146 0.0000 1.0000 0.0000 0.1000 0.0020 0.0000 0.0162 0.0000 0.0030 1.0000 1.0000 0.0175 
0.2570 0.1272 0.0000 0.4000 0.2000 0.1000 0.0023 0.6000 0.0183 0.0023 0.1324 1.0000 1.0000 0.0000 
0.2052 0.1206 0.0000 0.2000 0.1000 1.0000 0.0045 0.8000 0.0180 0.0045 0.1138 0.1000 1.0000 0.0000 
0.3624 0.1197 0.0000 0.4000 0.1000 0.9000 0.0045 0.6000 0.0182 0.0023 0.1260 0.2000 1.0000 0.0000 
0.3272 0.1182 0.0000 0.4000 0.1000 0.8000 0.0044 0.6000 0.0180 0.0000 0.1121 0.3000 1.0000 0.0000 
0.2162 0.1248 0.0000 0.7000 0.1000 0.7000 0.0047 0.3000 0.0190 0.0000 0.1741 0.4000 1.0000 0.0000 
0.2411 0.1288 0.0000 0.7000 0.1000 0.6000 0.0048 0.3000 0.0196 0.0000 0.2121 0.5000 1.0000 0.0000 
0.1910 0.1369 0.0000 0.8000 0.1000 0.5000 0.0052 0.2000 0.0156 0.0000 0.2878 0.6000 1.0000 0.0000 
0.2247 0.1378 0.0000 0.8000 0.1000 0.4000 0.0052 0.2000 0.0132 0.0000 0.2964 0.7000 1.0000 0.0000 
0.3014 0.1110 0.0000 1.0000 0.2000 0.3000 0.0042 0.0000 0.0106 0.0000 0.0446 0.8000 1.0000 0.0000 
0.1739 0.1069 0.0000 0.9000 0.0000 0.2000 0.0040 0.1000 0.0102 0.0000 0.0060 0.9000 1.0000 0.0000 
0.1354 0.1069 0.0000 1.0000 0.0000 0.1000 0.0040 0.0000 0.0102 0.0000 0.0060 1.0000 1.0000 0.0000 
0.1429 0.1157 0.0000 0.2000 0.1000 1.0000 0.0094 0.8000 0.0119 0.0094 0.1768 0.1000 1.0000 0.0000 
0.3226 0.0987 0.0000 0.3000 0.1000 0.9000 0.0084 0.7000 0.0106 0.0042 0.0470 0.2000 1.0000 0.0000 
0.2725 0.1124 0.0000 0.4000 0.1000 0.8000 0.0095 0.6000 0.0121 0.0000 0.1921 0.3000 1.0000 0.0000 
0.3014 0.1210 0.0000 0.5000 0.1000 0.7000 0.0103 0.5000 0.0130 0.0000 0.2829 0.4000 1.0000 0.0000 
0.3306 0.1075 0.0000 0.6000 0.1000 0.6000 0.0091 0.4000 0.0116 0.0000 0.1400 0.5000 1.0000 0.0000 
0.3588 0.1186 0.0000 0.7000 0.1000 0.5000 0.0101 0.3000 0.0027 0.0000 0.2577 0.6000 1.0000 0.0000 
0.1640 0.1356 0.0000 0.8000 0.1000 0.4000 0.0115 0.2000 0.0000 0.0000 0.4383 0.7000 1.0000 0.0000 
0.6790 0.0962 0.0000 0.9000 0.0000 0.3000 0.0082 0.1000 0.0254 0.0000 0.0204 0.8000 1.0000 0.0848 
0.6790 0.1097 0.0000 0.3000 0.1000 0.3000 0.0102 0.6000 0.0317 0.0102 0.2706 0.8000 1.0000 1.0000 
0.2323 0.3438 0.0000 0.9000 0.0000 0.2000 0.0081 0.1000 0.0252 0.0000 0.0121 0.9000 1.0000 0.0000 
0.3329 0.3438 0.0000 1.0000 0.0000 0.1000 0.0081 0.0000 0.0252 0.0000 0.0121 1.0000 1.0000 0.0235 
0.3329 0.3465 0.0000 0.2000 0.1000 0.1000 0.0084 0.8000 0.0260 0.0084 0.0445 1.0000 1.0000 0.0439 
0.4501 0.3364 0.6000 0.2000 0.0000 0.1000 0.0085 0.0000 0.0264 0.0239 0.0606 1.0000 1.0000 0.0000 
0.3265 0.3364 0.8000 0.2000 0.0000 0.1000 0.0085 0.0000 0.0264 0.0239 0.0606 1.0000 1.0000 0.0000 
0.3265 0.3448 0.8000 0.2000 0.1000 0.1000 0.0087 0.1000 0.0271 0.0245 0.0873 1.0000 1.0000 0.0000 
0.2411 0.3378 0.0000 0.2000 0.1000 1.0000 0.0179 0.8000 0.0226 0.0179 0.1216 0.1000 1.0000 0.0000 
0.2905 0.3160 0.0000 0.3000 0.1000 0.9000 0.0172 0.7000 0.0131 0.0086 0.0780 0.2000 1.0000 0.0000 
0.3329 0.3308 0.0000 0.5000 0.1000 0.8000 0.0181 0.5000 0.0047 0.0000 0.1286 0.3000 1.0000 0.1534 
0.3329 0.3063 0.0000 0.2000 0.1000 0.8000 0.0197 0.3000 0.0051 0.0555 0.2342 0.3000 1.0000 0.1243 
0.8460 0.2788 0.6000 0.2000 0.0000 0.8000 0.0205 0.0000 0.0054 0.0973 0.2831 0.3000 1.0000 0.0000 
0.8460 0.3023 0.6000 0.2000 0.1000 0.8000 0.0223 0.1000 0.0058 0.1055 0.3908 0.3000 1.0000 0.0000 
0.1608 0.2608 0.0000 0.5000 0.1000 0.7000 0.0192 0.5000 0.0011 0.0000 0.2002 0.4000 1.0000 0.0000 
0.4186 0.2980 0.0000 0.6000 0.1000 0.6000 0.0219 0.4000 0.0012 0.0000 0.3711 0.5000 1.0000 1.0000 
