PROBAB  STACK VIRADA NPARTI NRAISE POSICA BIGBLI  NFOLD STACKM    POT POTTOT DEALER  NJOGO  SAIDA 
0.3329 0.0608 0.0000 0.2000 0.0000 0.9000 0.0164 0.8000 0.0338 0.0082 0.0246 0.8000 1.0000 0.1349 
0.3329 0.0545 0.0000 0.2000 0.1000 0.9000 0.0170 0.0000 0.0351 0.0170 0.0633 0.8000 1.0000 0.0000 
0.2088 0.0526 0.0000 0.3000 0.0000 0.8000 0.0164 0.7000 0.0338 0.0000 0.0246 0.9000 1.0000 0.0000 
0.3956 0.0526 0.0000 0.4000 0.0000 0.7000 0.0164 0.6000 0.0338 0.0000 0.0246 1.0000 1.0000 0.3119 
0.5653 0.0368 0.6000 0.2000 0.0000 0.7000 0.0167 0.0000 0.0344 0.0167 0.0417 1.0000 1.0000 0.0000 
0.5653 0.0383 0.6000 0.2000 0.1000 0.7000 0.0174 0.1000 0.0358 0.0174 0.0858 1.0000 1.0000 0.0000 
0.3782 0.0371 0.0000 0.5000 0.0000 0.6000 0.0336 0.5000 0.0206 0.0000 0.0504 0.1000 1.0000 0.9065 
0.9499 0.0036 0.6000 0.2000 0.0000 0.6000 0.0348 0.0000 0.0036 0.0348 0.0870 0.1000 1.0000 0.0000 
0.9877 0.0036 0.8000 0.2000 0.0000 0.6000 0.0348 0.0000 0.0036 0.0348 0.0870 0.1000 1.0000 0.0000 
0.9401 0.0036 1.0000 0.2000 0.0000 0.6000 0.0348 0.0000 0.0036 0.0348 0.0870 0.1000 1.0000 0.0000 
0.1568 0.0875 0.0000 0.6000 0.0000 0.5000 0.0336 0.4000 0.0038 0.0000 0.0504 0.2000 1.0000 0.0000 
0.3047 0.0875 0.0000 0.7000 0.0000 0.4000 0.0336 0.3000 0.0038 0.0000 0.0504 0.3000 1.0000 0.0000 
0.2938 0.0875 0.0000 0.8000 0.0000 0.3000 0.0336 0.2000 0.0038 0.0000 0.0504 0.4000 1.0000 0.0000 
0.1362 0.0875 0.0000 0.9000 0.0000 0.2000 0.0336 0.1000 0.0038 0.0000 0.0504 0.5000 1.0000 0.0000 
0.4277 0.0875 0.0000 1.0000 0.0000 0.1000 0.0336 0.0000 0.0011 0.0000 0.0504 0.6000 1.0000 0.3842 
0.5541 0.0558 0.6000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0011 0.0348 0.0870 0.6000 1.0000 0.0000 
0.4469 0.0558 0.8000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0011 0.0348 0.0870 0.6000 1.0000 0.0000 
0.1994 0.0558 1.0000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0011 0.0348 0.0870 0.6000 1.0000 0.0000 
0.4277 0.0539 0.0000 0.2000 0.0000 0.9000 0.0336 0.8000 0.0038 0.0168 0.0504 0.8000 1.0000 0.3119 
0.5690 0.0377 0.6000 0.2000 0.0000 0.9000 0.0342 0.0000 0.0039 0.0342 0.0684 0.8000 1.0000 0.0000 
0.9157 0.0377 0.8000 0.2000 0.0000 0.9000 0.0342 0.0000 0.0039 0.0342 0.0684 0.8000 1.0000 0.0000 
0.8602 0.0377 1.0000 0.2000 0.0000 0.9000 0.0342 0.0000 0.0039 0.0342 0.0684 0.8000 1.0000 0.9065 
0.2490 0.1043 0.0000 0.3000 0.0000 0.8000 0.0336 0.7000 0.0038 0.0000 0.0504 0.9000 1.0000 0.0000 
0.3136 0.1043 0.0000 0.4000 0.0000 0.7000 0.0336 0.6000 0.0038 0.0000 0.0504 1.0000 1.0000 0.3223 
0.3136 0.0835 0.0000 0.2000 0.1000 0.7000 0.0397 0.2000 0.0045 0.0397 0.2403 1.0000 1.0000 0.0000 
0.1576 0.0698 0.0000 0.5000 0.0000 0.6000 0.0664 0.5000 0.0000 0.0000 0.0370 0.1000 1.0000 0.0000 
0.3341 0.0743 0.0000 0.6000 0.0000 0.4000 0.0707 0.3000 0.0000 0.0000 0.1046 0.2000 1.0000 0.9510 
0.3341 0.0065 0.0000 0.3000 0.1000 0.4000 0.1252 0.4000 0.0000 0.1252 0.9557 0.2000 1.0000 1.0000 
