PROBAB  STACK VIRADA NPARTI NRAISE POSICA BIGBLI  NFOLD STACKM    POT POTTOT DEALER  NJOGO  SAIDA 
0.2664 0.1005 1.0000 0.2000 0.0000 0.7000 0.0020 0.0000 0.0975 0.0020 0.0050 0.5000 1.0000 0.0000 
0.2247 0.1028 0.0000 0.5000 0.0000 0.6000 0.0020 0.5000 0.0968 0.0000 0.0030 0.6000 1.0000 0.0000 
0.1616 0.1028 0.0000 0.6000 0.0000 0.5000 0.0020 0.4000 0.0973 0.0000 0.0030 0.7000 1.0000 0.0000 
0.1176 0.1028 0.0000 0.7000 0.0000 0.4000 0.0020 0.3000 0.0968 0.0000 0.0030 0.8000 1.0000 0.0000 
0.1823 0.1028 0.0000 0.8000 0.0000 0.3000 0.0020 0.2000 0.0973 0.0000 0.0030 0.9000 1.0000 0.0000 
0.4007 0.1028 0.0000 0.9000 0.0000 0.2000 0.0020 0.1000 0.0958 0.0000 0.0030 1.0000 1.0000 0.0195 
0.4724 0.1010 0.6000 0.2000 0.0000 0.2000 0.0020 0.0000 0.0960 0.0020 0.0050 1.0000 1.0000 0.0000 
0.3459 0.1010 0.8000 0.2000 0.0000 0.2000 0.0020 0.0000 0.0960 0.0020 0.0050 1.0000 1.0000 0.0000 
0.3425 0.1010 1.0000 0.2000 0.0000 0.2000 0.0020 0.0000 0.0960 0.0020 0.0050 1.0000 1.0000 0.0000 
0.2611 0.1011 0.0000 1.0000 0.0000 0.1000 0.0040 0.0000 0.0976 0.0000 0.0060 0.1000 1.0000 0.0000 
0.2052 0.1011 0.0000 0.2000 0.0000 0.9000 0.0040 0.8000 0.0976 0.0020 0.0060 0.3000 1.0000 0.0199 
0.1157 0.0993 0.6000 0.2000 0.0000 0.9000 0.0040 0.0000 0.0978 0.0040 0.0081 0.3000 1.0000 0.0000 
0.0509 0.0993 0.8000 0.2000 0.0000 0.9000 0.0040 0.0000 0.0978 0.0040 0.0081 0.3000 1.0000 0.0000 
0.0533 0.0993 1.0000 0.2000 0.0000 0.9000 0.0040 0.0000 0.0978 0.0040 0.0081 0.3000 1.0000 0.0000 
0.3226 0.0991 0.0000 0.3000 0.0000 0.8000 0.0040 0.7000 0.0936 0.0000 0.0060 0.4000 1.0000 0.0406 
0.5170 0.0955 0.6000 0.2000 0.0000 0.8000 0.0040 0.0000 0.0939 0.0040 0.0101 0.4000 1.0000 0.0000 
0.3071 0.0955 0.8000 0.2000 0.0000 0.8000 0.0040 0.0000 0.0939 0.0040 0.0101 0.4000 1.0000 0.0000 
0.3212 0.0955 1.0000 0.2000 0.0000 0.8000 0.0040 0.0000 0.0939 0.0040 0.0101 0.4000 1.0000 0.0000 
0.2401 0.0951 0.0000 0.4000 0.0000 0.7000 0.0040 0.6000 0.0951 0.0000 0.0060 0.5000 1.0000 0.0000 
0.2256 0.0951 0.0000 0.5000 0.0000 0.6000 0.0040 0.5000 0.0951 0.0000 0.0060 0.6000 1.0000 0.0000 
0.2285 0.0951 0.0000 0.6000 0.0000 0.5000 0.0040 0.4000 0.0951 0.0000 0.0060 0.7000 1.0000 0.0000 
0.1429 0.0951 0.0000 0.7000 0.0000 0.4000 0.0040 0.3000 0.0951 0.0000 0.0060 0.8000 1.0000 0.0000 
0.2237 0.0951 0.0000 0.8000 0.0000 0.3000 0.0040 0.2000 0.0951 0.0000 0.0060 0.9000 1.0000 0.0000 
0.4476 0.0951 0.0000 0.9000 0.0000 0.2000 0.0040 0.1000 0.0951 0.0000 0.0060 1.0000 1.0000 0.0423 
0.5987 0.0914 0.6000 0.2000 0.0000 0.2000 0.0040 0.0000 0.0914 0.0040 0.0101 1.0000 1.0000 0.0000 
0.4779 0.0914 0.8000 0.2000 0.0000 0.2000 0.0040 0.0000 0.0914 0.0040 0.0101 1.0000 1.0000 0.0000 
0.3617 0.0914 1.0000 0.2000 0.0000 0.2000 0.0040 0.0000 0.0914 0.0040 0.0101 1.0000 1.0000 0.0000 
0.3982 0.0916 0.0000 1.0000 0.0000 0.1000 0.0081 0.0000 0.0916 0.0000 0.0121 0.1000 1.0000 0.0884 
0.7149 0.0842 0.6000 0.2000 0.0000 0.1000 0.0082 0.0000 0.0842 0.0082 0.0204 0.1000 1.0000 0.0000 
0.7467 0.0842 0.8000 0.2000 0.0000 0.1000 0.0082 0.0000 0.0842 0.0082 0.0204 0.1000 1.0000 0.0000 
0.1206 0.0842 1.0000 0.2000 0.0000 0.1000 0.0082 0.0000 0.0842 0.0082 0.0204 0.1000 1.0000 0.0000 
0.3306 0.0936 0.0000 0.2000 0.0000 0.9000 0.0081 0.8000 0.0936 0.0040 0.0121 0.3000 1.0000 0.0432 
0.8395 0.0899 0.6000 0.2000 0.0000 0.9000 0.0081 0.0000 0.0899 0.0081 0.0163 0.3000 1.0000 0.0000 
0.8178 0.0899 0.8000 0.2000 0.0000 0.9000 0.0081 0.0000 0.0899 0.0081 0.0163 0.3000 1.0000 0.0000 
0.7568 0.0899 1.0000 0.2000 0.0000 0.9000 0.0081 0.0000 0.0899 0.0081 0.0163 0.3000 1.0000 0.0904 
0.4277 0.1058 0.0000 0.3000 0.0000 0.8000 0.0081 0.7000 0.0926 0.0000 0.0121 0.4000 1.0000 0.0766 
0.7176 0.0985 0.6000 0.2000 0.0000 0.8000 0.0082 0.0000 0.0934 0.0082 0.0204 0.4000 1.0000 0.0000 
0.8517 0.0985 0.8000 0.2000 0.0000 0.8000 0.0082 0.0000 0.0934 0.0082 0.0204 0.4000 1.0000 0.0000 
0.8613 0.0985 1.0000 0.2000 0.0000 0.8000 0.0082 0.0000 0.0934 0.0082 0.0204 0.4000 1.0000 0.1658 
0.1656 0.1179 0.0000 0.4000 0.0000 0.7000 0.0081 0.6000 0.0901 0.0000 0.0121 0.5000 1.0000 0.0000 
0.1303 0.1179 0.0000 0.5000 0.0000 0.6000 0.0081 0.5000 0.0901 0.0000 0.0121 0.6000 1.0000 0.0000 
0.1498 0.1179 0.0000 0.6000 0.0000 0.5000 0.0081 0.4000 0.0901 0.0000 0.0121 0.7000 1.0000 0.0000 
0.1866 0.1179 0.0000 0.7000 0.0000 0.4000 0.0081 0.3000 0.0901 0.0000 0.0121 0.8000 1.0000 0.0000 
0.1656 0.1179 0.0000 0.8000 0.0000 0.3000 0.0081 0.2000 0.0901 0.0000 0.0121 0.9000 1.0000 0.0000 
0.1459 0.1179 0.0000 0.9000 0.0000 0.2000 0.0081 0.1000 0.0901 0.0000 0.0121 1.0000 1.0000 0.0000 
0.1866 0.1194 0.0000 1.0000 0.0000 0.1000 0.0164 0.0000 0.0861 0.0000 0.0246 0.1000 1.0000 0.0000 
0.2520 0.1194 0.0000 0.2000 0.0000 0.9000 0.0164 0.8000 0.0774 0.0082 0.0246 0.3000 1.0000 0.0687 
0.8961 0.1121 0.6000 0.2000 0.0000 0.9000 0.0165 0.0000 0.0780 0.0165 0.0331 0.3000 1.0000 0.1475 
0.1866 0.1440 0.0000 0.3000 0.0000 0.8000 0.0164 0.7000 0.0692 0.0000 0.0246 0.4000 1.0000 0.0000 
0.1303 0.1440 0.0000 0.4000 0.0000 0.7000 0.0164 0.6000 0.0692 0.0000 0.0246 0.5000 1.0000 0.0000 
0.1043 0.1440 0.0000 0.5000 0.0000 0.6000 0.0164 0.5000 0.0692 0.0000 0.0246 0.6000 1.0000 0.0000 
0.1576 0.1440 0.0000 0.6000 0.0000 0.5000 0.0164 0.4000 0.0692 0.0000 0.0246 0.7000 1.0000 0.0000 
0.2830 0.1440 0.0000 0.7000 0.0000 0.4000 0.0164 0.3000 0.0692 0.0000 0.0246 0.8000 1.0000 0.1139 
0.3795 0.1297 0.6000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0703 0.0167 0.0417 0.8000 1.0000 0.0000 
0.2916 0.1297 0.8000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0703 0.0167 0.0417 0.8000 1.0000 0.0000 
0.2116 0.1297 1.0000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0703 0.0167 0.0417 0.8000 1.0000 0.0000 
0.3399 0.1685 0.0000 0.8000 0.0000 0.3000 0.0164 0.2000 0.0692 0.0000 0.0246 0.9000 1.0000 0.0973 
0.9360 0.1547 0.6000 0.2000 0.0000 0.3000 0.0167 0.0000 0.0703 0.0167 0.0417 0.9000 1.0000 0.0000 
0.8110 0.1547 0.8000 0.2000 0.0000 0.3000 0.0167 0.0000 0.0703 0.0167 0.0417 0.9000 1.0000 0.0000 
0.7457 0.1547 1.0000 0.2000 0.0000 0.3000 0.0167 0.0000 0.0703 0.0167 0.0417 0.9000 1.0000 0.1077 
0.3588 0.1931 0.0000 0.9000 0.0000 0.2000 0.0164 0.1000 0.0692 0.0000 0.0246 1.0000 1.0000 0.0849 
0.5318 0.1797 0.6000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0703 0.0167 0.0417 1.0000 1.0000 0.0000 
0.4236 0.1797 0.8000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0703 0.0167 0.0417 1.0000 1.0000 0.0000 
0.4429 0.1797 1.0000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0703 0.0167 0.0417 1.0000 1.0000 0.0000 
0.3636 0.1812 0.0000 1.0000 0.0000 0.1000 0.0336 0.0000 0.0709 0.0000 0.0504 0.1000 1.0000 0.1855 
0.6168 0.1527 0.6000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0734 0.0348 0.0870 0.1000 1.0000 0.0000 
0.4896 0.1527 0.8000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0734 0.0348 0.0870 0.1000 1.0000 0.0000 
0.5119 0.1527 1.0000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0734 0.0348 0.0870 0.1000 1.0000 0.0000 
0.2237 0.1476 0.0000 0.2000 0.0000 0.9000 0.0336 0.8000 0.0373 0.0168 0.0504 0.3000 1.0000 0.0000 
0.2830 0.1476 0.0000 0.3000 0.0000 0.8000 0.0336 0.7000 0.0599 0.0000 0.0504 0.4000 1.0000 0.2278 
0.6396 0.1179 0.6000 0.2000 0.0000 0.8000 0.0348 0.0000 0.0620 0.0348 0.0870 0.4000 1.0000 0.0000 
0.5295 0.1179 0.8000 0.2000 0.0000 0.8000 0.0348 0.0000 0.0620 0.0348 0.0870 0.4000 1.0000 0.0000 
0.3946 0.1179 1.0000 0.2000 0.0000 0.8000 0.0348 0.0000 0.0620 0.0348 0.0870 0.4000 1.0000 0.0000 
0.1798 0.1140 0.0000 0.4000 0.0000 0.7000 0.0336 0.6000 0.0709 0.0000 0.0504 0.5000 1.0000 0.0000 
0.2490 0.1140 0.0000 0.5000 0.0000 0.6000 0.0336 0.5000 0.0699 0.0000 0.0504 0.6000 1.0000 0.0000 
0.1498 0.1140 0.0000 0.6000 0.0000 0.5000 0.0336 0.4000 0.0709 0.0000 0.0504 0.7000 1.0000 0.0000 
0.2007 0.1140 0.0000 0.7000 0.0000 0.4000 0.0336 0.3000 0.0446 0.0000 0.0504 0.8000 1.0000 0.0000 
0.4775 0.1140 0.0000 0.8000 0.0000 0.3000 0.0336 0.2000 0.0473 0.0000 0.0504 0.9000 1.0000 0.2949 
0.9186 0.0832 0.6000 0.2000 0.0000 0.3000 0.0348 0.0000 0.0489 0.0348 0.0870 0.9000 1.0000 0.0000 
0.6916 0.0832 0.8000 0.2000 0.0000 0.3000 0.0348 0.0000 0.0489 0.0348 0.0870 0.9000 1.0000 0.0000 
0.5766 0.0832 1.0000 0.2000 0.0000 0.3000 0.0348 0.0000 0.0489 0.0348 0.0870 0.9000 1.0000 0.0000 
0.3956 0.1644 0.0000 0.9000 0.0000 0.2000 0.0336 0.1000 0.0305 0.0000 0.0504 1.0000 1.0000 0.2045 
0.9072 0.1353 0.6000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0315 0.0348 0.0870 1.0000 1.0000 0.0000 
0.6263 0.1353 0.8000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0315 0.0348 0.0870 1.0000 1.0000 0.0000 
0.6134 0.1353 1.0000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0315 0.0348 0.0870 1.0000 1.0000 0.2570 
0.6790 0.2262 0.0000 1.0000 0.0000 0.1000 0.0708 0.0000 0.0321 0.0000 0.1062 0.1000 1.0000 0.6259 
0.2125 0.3324 0.0000 0.2000 0.0000 0.9000 0.0708 0.8000 0.0039 0.0354 0.1062 0.3000 1.0000 0.1065 
0.8043 0.3079 0.6000 0.2000 0.0000 0.9000 0.0734 0.0000 0.0040 0.0734 0.1468 0.3000 1.0000 0.0000 
0.7733 0.3079 0.8000 0.2000 0.0000 0.9000 0.0734 0.0000 0.0040 0.0734 0.1468 0.3000 1.0000 0.0000 
0.6680 0.3079 1.0000 0.2000 0.0000 0.9000 0.0734 0.0000 0.0040 0.0734 0.1468 0.3000 1.0000 0.0000 
0.2550 0.2970 0.0000 0.3000 0.0000 0.8000 0.0708 0.7000 0.0321 0.0000 0.1062 0.4000 1.0000 0.0000 
0.1673 0.2970 0.0000 0.4000 0.0000 0.7000 0.0708 0.6000 0.0321 0.0000 0.1062 0.5000 1.0000 0.0000 
0.3481 0.2970 0.0000 0.5000 0.0000 0.6000 0.0708 0.5000 0.0321 0.0000 0.1062 0.6000 1.0000 0.2384 
0.8813 0.2435 0.6000 0.2000 0.0000 0.6000 0.0762 0.0000 0.0345 0.0762 0.1905 0.6000 1.0000 0.0000 
0.9226 0.2435 0.8000 0.2000 0.0000 0.6000 0.0762 0.0000 0.0345 0.0762 0.1905 0.6000 1.0000 0.3130 
0.3014 0.4032 0.0000 0.6000 0.0000 0.5000 0.0708 0.4000 0.0028 0.0000 0.1062 0.7000 1.0000 0.1756 
0.4055 0.3577 0.6000 0.2000 0.0000 0.5000 0.0762 0.0000 0.0030 0.0762 0.1905 0.7000 1.0000 0.0000 
0.2722 0.3577 0.8000 0.2000 0.0000 0.5000 0.0762 0.0000 0.0030 0.0762 0.1905 0.7000 1.0000 0.0000 
0.1414 0.3577 1.0000 0.2000 0.0000 0.5000 0.0762 0.0000 0.0030 0.0762 0.1905 0.7000 1.0000 0.0000 
0.2611 0.3324 0.0000 0.7000 0.0000 0.4000 0.0708 0.3000 0.0028 0.0000 0.1062 0.8000 1.0000 0.0000 
0.2294 0.3200 0.0000 0.8000 0.0000 0.3000 0.0682 0.2000 0.0000 0.0000 0.0650 0.9000 1.0000 0.2130 
0.2916 0.3879 0.0000 0.9000 0.0000 0.1000 0.0687 0.0000 0.0000 0.0000 0.0730 1.0000 1.0000 0.1770 
0.2570 0.4345 0.0000 0.2000 0.0000 0.9000 0.1530 0.7000 0.0000 0.0765 0.1955 0.3000 1.0000 0.1761 
0.3528 0.5071 0.0000 0.3000 0.0000 0.8000 0.1571 0.6000 0.0000 0.0000 0.2270 0.4000 1.0000 0.3097 
0.3376 0.3410 0.0000 0.4000 0.0000 0.6000 0.1530 0.5000 0.0000 0.0000 0.1955 0.5000 1.0000 0.4487 
0.3306 0.5161 0.0000 0.5000 0.0000 0.4000 0.1472 0.3000 0.0000 0.0000 0.1501 0.6000 1.0000 0.2852 
0.2643 0.4326 0.6000 0.3000 0.0000 0.4000 0.1726 0.0000 0.0000 0.1726 0.3486 0.6000 1.0000 0.0000 
0.1596 0.4326 0.8000 0.3000 0.0000 0.4000 0.1726 0.0000 0.0000 0.1726 0.3486 0.6000 1.0000 0.0000 
0.1669 0.4326 1.0000 0.3000 0.0000 0.4000 0.1726 0.0000 0.0000 0.1726 0.3486 0.6000 1.0000 0.0000 
0.1910 0.3458 0.0000 0.6000 0.0000 0.2000 0.1380 0.1000 0.0000 0.0000 0.0782 0.9000 1.0000 0.0000 
0.2560 0.3434 0.0000 0.7000 0.0000 0.1000 0.1370 0.0000 0.0000 0.0000 0.0707 1.0000 1.0000 0.0000 
0.1815 0.5515 0.0000 0.3000 0.0000 0.8000 0.3651 0.3000 0.0000 0.0000 0.4260 0.4000 1.0000 0.0000 
0.4382 0.4489 0.0000 0.4000 0.0000 0.2000 0.2972 0.1000 0.0000 0.0000 0.1608 0.5000 1.0000 0.6619 
0.1806 0.0298 0.0000 0.2000 0.0000 0.9000 1.0000 0.2000 0.0000 0.5750 1.2459 0.2000 1.0000 0.0000 
0.2746 0.0230 0.0000 0.3000 0.0000 0.8000 0.8881 0.1000 0.0000 0.0000 0.7346 0.4000 1.0000 1.0000 
