PROBAB  STACK VIRADA NPARTI NRAISE POSICA BIGBLI  NFOLD STACKM    POT POTTOT DEALER  NJOGO  SAIDA 
0.2673 0.1832 0.0000 0.4000 0.1000 0.2000 0.0020 0.5000 0.0153 0.0020 0.0206 0.7000 1.0000 0.0313 
0.2673 0.1824 0.0000 0.2000 0.1000 0.2000 0.0021 0.2000 0.0157 0.0080 0.0491 0.7000 1.0000 0.0000 
0.3376 0.1744 0.0000 1.0000 0.0000 0.1000 0.0020 0.0000 0.0130 0.0000 0.0030 0.8000 1.0000 0.0115 
0.3376 0.1772 0.0000 0.3000 0.2000 0.1000 0.0021 0.7000 0.0134 0.0021 0.0309 0.8000 1.0000 0.0000 
0.2162 0.1743 0.0000 0.4000 0.2000 1.0000 0.0021 0.6000 0.0123 0.0021 0.0261 0.9000 1.0000 0.0000 
0.1910 0.1764 0.0000 0.4000 0.1000 0.9000 0.0021 0.6000 0.0125 0.0010 0.0443 1.0000 1.0000 0.0000 
0.3612 0.1754 0.0000 0.4000 0.1000 0.8000 0.0042 0.6000 0.0125 0.0000 0.0387 0.1000 1.0000 0.0000 
0.1303 0.1734 0.0000 0.7000 0.1000 0.7000 0.0041 0.3000 0.0123 0.0000 0.0270 0.2000 1.0000 0.0000 
0.2237 0.1713 0.0000 0.7000 0.0000 0.6000 0.0041 0.3000 0.0122 0.0000 0.0142 0.3000 1.0000 0.0000 
0.3782 0.1699 0.0000 0.6000 0.0000 0.5000 0.0040 0.4000 0.0121 0.0000 0.0060 0.4000 1.0000 0.0237 
0.3782 0.1686 0.0000 0.2000 0.1000 0.5000 0.0041 0.4000 0.0123 0.0041 0.0229 0.4000 1.0000 0.0506 
0.4724 0.1615 0.6000 0.2000 0.0000 0.5000 0.0041 0.0000 0.0124 0.0127 0.0317 0.4000 1.0000 0.0000 
0.4724 0.1622 0.6000 0.2000 0.1000 0.5000 0.0041 0.1000 0.0124 0.0128 0.0364 0.4000 1.0000 0.0285 
0.3459 0.1583 0.8000 0.2000 0.0000 0.5000 0.0042 0.0000 0.0125 0.0175 0.0413 0.4000 1.0000 0.0000 
0.3459 0.1617 0.8000 0.2000 0.1000 0.5000 0.0043 0.1000 0.0128 0.0179 0.0636 0.4000 1.0000 0.0000 
0.3956 0.1536 0.0000 0.8000 0.0000 0.4000 0.0040 0.2000 0.0121 0.0000 0.0101 0.5000 1.0000 0.0263 
0.3956 0.1552 0.0000 0.3000 0.1000 0.4000 0.0042 0.5000 0.0126 0.0042 0.0482 0.5000 1.0000 0.0000 
0.1989 0.1490 0.0000 0.8000 0.0000 0.3000 0.0040 0.2000 0.0121 0.0000 0.0060 0.6000 1.0000 0.0000 
0.3147 0.1490 0.0000 0.9000 0.0000 0.2000 0.0040 0.1000 0.0121 0.0000 0.0060 0.7000 1.0000 0.0000 
0.1989 0.1490 0.0000 1.0000 0.0000 0.1000 0.0040 0.0000 0.0081 0.0000 0.0060 0.8000 1.0000 0.0000 
0.2841 0.1520 0.0000 0.2000 0.1000 1.0000 0.0042 0.8000 0.0063 0.0042 0.0553 0.9000 1.0000 0.0000 
0.1798 0.1580 0.0000 0.4000 0.2000 0.9000 0.0044 0.6000 0.0067 0.0022 0.1124 1.0000 1.0000 0.0000 
0.3283 0.1486 0.0000 0.4000 0.1000 0.8000 0.0084 0.6000 0.0063 0.0000 0.0457 0.1000 1.0000 0.0000 
0.2421 0.1450 0.0000 0.5000 0.0000 0.7000 0.0082 0.5000 0.0061 0.0000 0.0204 0.2000 1.0000 0.0563 
0.2421 0.1396 0.0000 0.2000 0.1000 0.7000 0.0083 0.3000 0.0063 0.0083 0.0413 0.2000 1.0000 0.0867 
0.9109 0.1291 0.6000 0.2000 0.0000 0.7000 0.0084 0.0000 0.0063 0.0207 0.0540 0.2000 1.0000 0.0000 
0.8808 0.1291 0.8000 0.2000 0.0000 0.7000 0.0084 0.0000 0.0063 0.0207 0.0540 0.2000 1.0000 0.0000 
0.7856 0.1291 1.0000 0.2000 0.0000 0.7000 0.0084 0.0000 0.0063 0.0207 0.0540 0.2000 1.0000 0.3920 
0.3306 0.1788 0.0000 0.6000 0.1000 0.6000 0.0082 0.4000 0.0062 0.0000 0.0292 0.3000 1.0000 0.0941 
0.3306 0.1699 0.0000 0.3000 0.1000 0.6000 0.0086 0.3000 0.0065 0.0176 0.0794 0.3000 1.0000 0.0000 
0.1109 0.1593 0.0000 0.6000 0.0000 0.5000 0.0081 0.4000 0.0061 0.0000 0.0121 0.4000 1.0000 0.0000 
0.6790 0.1593 0.0000 0.7000 0.0000 0.4000 0.0081 0.3000 0.0061 0.0000 0.0121 0.5000 1.0000 0.2034 
0.1498 0.1714 0.0000 0.8000 0.0000 0.3000 0.0081 0.2000 0.0061 0.0000 0.0121 0.6000 1.0000 0.0000 
0.3588 0.1714 0.0000 0.9000 0.0000 0.2000 0.0081 0.1000 0.0061 0.0000 0.0121 0.7000 1.0000 0.0472 
0.3588 0.1807 0.0000 0.3000 0.1000 0.2000 0.0090 0.6000 0.0067 0.0090 0.1200 0.7000 1.0000 0.0000 
0.2788 0.1630 0.0000 1.0000 0.0000 0.1000 0.0081 0.0000 0.0000 0.0000 0.0101 0.8000 1.0000 0.0000 
0.3469 0.1609 0.0000 0.2000 0.1000 1.0000 0.0084 0.8000 0.0319 0.0084 0.0489 0.9000 1.0000 0.1735 
0.5541 0.1368 0.6000 0.2000 0.0000 1.0000 0.0086 0.0000 0.0328 0.0373 0.0790 0.9000 1.0000 0.0000 
0.5541 0.1399 0.6000 0.2000 0.1000 1.0000 0.0088 0.1000 0.0106 0.0382 0.1038 0.9000 1.0000 0.1643 
0.4585 0.1197 0.8000 0.2000 0.0000 1.0000 0.0090 0.0000 0.0108 0.0626 0.1298 0.9000 1.0000 0.0000 
1.0000 0.1197 1.0000 0.2000 0.0000 1.0000 0.0090 0.0000 0.0108 0.0626 0.1298 0.9000 1.0000 0.0904 
0.1490 0.2212 0.0000 0.3000 0.0000 0.9000 0.0082 0.7000 0.0098 0.0041 0.0204 1.0000 1.0000 0.0185 
0.0525 0.2266 0.6000 0.3000 0.1000 0.9000 0.0085 0.0000 0.0102 0.0085 0.0648 1.0000 1.0000 0.0000 
0.2490 0.2478 0.0000 0.4000 0.1000 0.8000 0.0186 0.6000 0.0112 0.0000 0.1646 0.1000 1.0000 0.0000 
0.5595 0.2256 0.0000 0.5000 0.1000 0.7000 0.0170 0.5000 0.0102 0.0000 0.0603 0.2000 1.0000 0.1546 
0.5595 0.2032 0.0000 0.2000 0.1000 0.7000 0.0181 0.3000 0.0108 0.0372 0.1297 0.2000 1.0000 0.1390 
0.9852 0.1801 0.6000 0.2000 0.0000 0.7000 0.0186 0.0000 0.0111 0.0673 0.1625 0.2000 1.0000 0.5165 
0.2560 0.3019 0.0000 0.5000 0.0000 0.6000 0.0164 0.5000 0.0098 0.0000 0.0246 0.3000 1.0000 0.0000 
0.1714 0.3133 0.0000 0.7000 0.1000 0.5000 0.0170 0.3000 0.0102 0.0000 0.0632 0.4000 1.0000 0.0000 
0.2550 0.3000 0.0000 0.7000 0.0000 0.4000 0.0163 0.3000 0.0000 0.0000 0.0179 0.5000 1.0000 0.0000 
0.2683 0.3019 0.0000 0.8000 0.0000 0.3000 0.0164 0.2000 0.0098 0.0000 0.0246 0.6000 1.0000 0.0000 
0.3624 0.3019 0.0000 0.9000 0.0000 0.2000 0.0164 0.1000 0.0098 0.0000 0.0246 0.7000 1.0000 0.0543 
0.8302 0.2903 0.6000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0100 0.0167 0.0417 0.7000 1.0000 0.0574 
0.8302 0.3147 0.6000 0.2000 0.2000 0.2000 0.0192 0.0000 0.0115 0.0383 0.1980 0.7000 1.0000 0.3552 
0.8081 0.2285 0.8000 0.2000 0.0000 0.2000 0.0216 0.0000 0.0129 0.1690 0.3488 0.7000 1.0000 0.0000 
0.8081 0.2413 0.8000 0.2000 0.1000 0.2000 0.0228 0.1000 0.0136 0.1785 0.4243 0.7000 1.0000 0.2319 
0.8663 0.1963 1.0000 0.2000 0.0000 0.2000 0.0241 0.0000 0.0145 0.2483 0.5087 0.7000 1.0000 0.0000 
0.8663 0.2110 1.0000 0.2000 0.1000 0.2000 0.0259 0.1000 0.0155 0.2669 0.6214 0.7000 1.0000 0.3543 
0.2052 0.0861 0.0000 1.0000 0.0000 0.1000 0.0164 0.0000 0.0098 0.0000 0.0246 0.8000 1.0000 0.0000 
0.1806 0.0708 0.0000 0.2000 0.0000 1.0000 0.0167 0.8000 0.0071 0.0167 0.0417 0.9000 1.0000 0.0000 
0.2940 0.0708 0.6000 0.2000 0.0000 1.0000 0.0167 0.1000 0.0071 0.0167 0.0417 0.9000 1.0000 0.0000 
0.2469 0.0723 0.8000 0.2000 0.1000 1.0000 0.0170 0.0000 0.0072 0.0170 0.0626 0.9000 1.0000 0.0000 
0.1866 0.0625 0.0000 0.3000 0.0000 0.9000 0.0167 0.7000 0.0071 0.0083 0.0417 1.0000 1.0000 0.0000 
0.2916 0.0755 0.0000 0.4000 0.1000 0.8000 0.0403 0.6000 0.0014 0.0000 0.2585 0.1000 1.0000 0.0000 
0.1971 0.0621 0.0000 0.4000 0.0000 0.7000 0.0331 0.6000 0.0000 0.0000 0.0343 0.2000 1.0000 0.0000 
0.2611 0.0627 0.0000 0.5000 0.0000 0.5000 0.0334 0.4000 0.0000 0.0000 0.0442 0.4000 1.0000 0.0000 
0.2052 0.0616 0.0000 0.6000 0.0000 0.4000 0.0328 0.3000 0.0000 0.0000 0.0263 0.5000 1.0000 0.0000 
0.4382 0.0630 0.0000 0.7000 0.0000 0.3000 0.0336 0.2000 0.0000 0.0000 0.0504 0.6000 1.0000 0.5332 
0.6863 0.0315 0.6000 0.3000 0.0000 0.3000 0.0360 0.0000 0.0000 0.0360 0.1261 0.6000 1.0000 0.0000 
0.5756 0.0315 0.8000 0.3000 0.0000 0.3000 0.0360 0.0000 0.0000 0.0360 0.1261 0.6000 1.0000 0.0000 
0.4462 0.0315 1.0000 0.3000 0.0000 0.3000 0.0360 0.0000 0.0000 0.0360 0.1261 0.6000 1.0000 0.0000 
0.4462 0.0333 1.0000 0.2000 0.1000 0.3000 0.0381 0.2000 0.0000 0.0381 0.1895 0.6000 1.0000 0.0000 
0.3399 0.0294 0.0000 0.8000 0.0000 0.2000 0.0336 0.1000 0.0000 0.0000 0.0504 0.7000 1.0000 0.0000 
0.2725 0.0287 0.0000 0.9000 0.0000 0.1000 0.0327 0.0000 0.0000 0.0000 0.0233 0.8000 1.0000 0.0000 
