PROBAB  STACK VIRADA NPARTI BIGBLI NRAISE  NFOLD POSICA    POT STACKM POTTOT DEALER  NJOGO  SAIDA 
0.3481 0.1536 0.0000 0.2000 0.1000 0.7000 0.0041 0.3000 0.0284 0.0041 0.0259 0.1000 1.0000 0.0487 
0.3481 0.1492 0.0000 0.2000 0.1000 0.7000 0.0042 0.0000 0.0290 0.0118 0.0477 0.1000 1.0000 0.0000 
0.2144 0.1446 0.0000 0.6000 0.1000 0.6000 0.0041 0.4000 0.0281 0.0000 0.0150 0.2000 1.0000 0.0000 
0.1722 0.1450 0.0000 0.8000 0.1000 0.5000 0.0041 0.2000 0.0282 0.0000 0.0184 0.3000 1.0000 0.0000 
0.3283 0.1445 0.0000 0.9000 0.0000 0.4000 0.0041 0.1000 0.0281 0.0000 0.0142 0.4000 1.0000 0.0281 
0.3283 0.1429 0.0000 0.3000 0.1000 0.4000 0.0041 0.6000 0.0286 0.0041 0.0322 0.4000 1.0000 0.0518 
0.4798 0.1375 0.6000 0.3000 0.0000 0.4000 0.0042 0.0000 0.0290 0.0117 0.0477 0.4000 1.0000 0.0000 
0.4798 0.1388 0.6000 0.2000 0.1000 0.4000 0.0042 0.2000 0.0293 0.0118 0.0576 0.4000 1.0000 0.0000 
0.3588 0.1326 0.0000 0.9000 0.0000 0.3000 0.0040 0.1000 0.0280 0.0000 0.0101 0.5000 1.0000 0.0305 
0.8404 0.1296 0.6000 0.4000 0.0000 0.3000 0.0041 0.1000 0.0282 0.0041 0.0183 0.5000 1.0000 0.0314 
0.8404 0.1289 0.6000 0.3000 0.2000 0.3000 0.0042 0.1000 0.0290 0.0084 0.0454 0.5000 1.0000 0.0000 
0.1971 0.1245 0.0000 1.0000 0.0000 0.2000 0.0040 0.0000 0.0239 0.0000 0.0101 0.6000 1.0000 0.0325 
0.2940 0.1219 0.6000 0.5000 0.0000 0.2000 0.0041 0.1000 0.0242 0.0041 0.0225 0.6000 1.0000 0.0000 
0.2179 0.1233 0.8000 0.5000 0.1000 0.2000 0.0041 0.0000 0.0245 0.0041 0.0335 0.6000 1.0000 0.0000 
0.2959 0.1200 0.0000 1.0000 0.0000 0.1000 0.0040 0.0000 0.0218 0.0000 0.0060 0.7000 1.0000 0.0000 
0.3528 0.1164 0.0000 0.2000 0.0000 1.0000 0.0040 0.8000 0.0219 0.0040 0.0101 0.8000 1.0000 0.0000 
0.9481 0.1164 0.6000 0.2000 0.0000 1.0000 0.0040 0.1000 0.0219 0.0040 0.0101 0.8000 1.0000 0.0347 
0.1197 0.1245 0.0000 0.3000 0.0000 0.9000 0.0040 0.7000 0.0219 0.0020 0.0101 0.9000 1.0000 0.0162 
0.6623 0.1227 0.6000 0.3000 0.0000 0.9000 0.0040 0.1000 0.0220 0.0040 0.0121 0.9000 1.0000 0.0000 
0.6623 0.1240 0.6000 0.2000 0.1000 0.9000 0.0041 0.2000 0.0222 0.0041 0.0228 0.9000 1.0000 0.0000 
0.1989 0.1225 0.0000 0.4000 0.0000 0.8000 0.0040 0.6000 0.0219 0.0000 0.0101 1.0000 1.0000 0.0000 
0.1989 0.1248 0.0000 0.6000 0.0000 0.7000 0.0082 0.4000 0.0223 0.0000 0.0288 0.1000 1.0000 0.0000 
0.1806 0.1248 0.0000 0.6000 0.1000 0.6000 0.0082 0.4000 0.0223 0.0000 0.0292 0.2000 1.0000 0.0000 
0.2052 0.1227 0.0000 0.6000 0.0000 0.5000 0.0081 0.4000 0.0220 0.0000 0.0121 0.3000 1.0000 0.0000 
0.2144 0.1227 0.0000 0.7000 0.0000 0.4000 0.0081 0.3000 0.0220 0.0000 0.0121 0.4000 1.0000 0.0000 
0.4382 0.1227 0.0000 0.8000 0.0000 0.3000 0.0081 0.2000 0.0220 0.0000 0.0121 0.5000 1.0000 0.1319 
0.4382 0.1092 0.0000 0.2000 0.1000 0.3000 0.0083 0.6000 0.0225 0.0166 0.0373 0.5000 1.0000 0.0000 
0.5876 0.1092 0.6000 0.2000 0.0000 0.3000 0.0083 0.1000 0.0225 0.0166 0.0373 0.5000 1.0000 0.0000 
0.4352 0.1092 0.8000 0.2000 0.0000 0.3000 0.0083 0.1000 0.0225 0.0166 0.0373 0.5000 1.0000 0.0000 
0.1771 0.1092 1.0000 0.2000 0.0000 0.3000 0.0083 0.1000 0.0225 0.0166 0.0373 0.5000 1.0000 0.0000 
0.3102 0.1065 0.0000 0.9000 0.0000 0.2000 0.0081 0.1000 0.0139 0.0000 0.0121 0.6000 1.0000 0.0760 
0.3980 0.1017 0.6000 0.5000 0.0000 0.2000 0.0084 0.0000 0.0143 0.0084 0.0460 0.6000 1.0000 0.0000 
0.2988 0.1017 0.8000 0.5000 0.0000 0.2000 0.0084 0.0000 0.0143 0.0084 0.0460 0.6000 1.0000 0.0000 
0.1721 0.1017 1.0000 0.5000 0.0000 0.2000 0.0084 0.0000 0.0143 0.0084 0.0460 0.6000 1.0000 0.0000 
0.1721 0.1044 1.0000 0.4000 0.1000 0.2000 0.0086 0.3000 0.0147 0.0086 0.0739 0.6000 1.0000 0.0000 
0.3684 0.0984 0.0000 1.0000 0.0000 0.1000 0.0081 0.0000 0.0098 0.0000 0.0121 0.7000 1.0000 0.0823 
0.5764 0.0926 0.6000 0.4000 0.0000 0.1000 0.0083 0.0000 0.0101 0.0083 0.0373 0.7000 1.0000 0.0000 
0.5764 0.0942 0.6000 0.4000 0.1000 0.1000 0.0084 0.2000 0.0102 0.0084 0.0549 0.7000 1.0000 0.0000 
0.3733 0.0836 0.0000 0.3000 0.0000 1.0000 0.0082 0.7000 0.0100 0.0082 0.0288 0.8000 1.0000 0.0000 
0.5430 0.0853 0.6000 0.3000 0.1000 1.0000 0.0084 0.0000 0.0102 0.0084 0.0495 0.8000 1.0000 0.1179 
0.4081 0.0760 0.8000 0.3000 0.0000 1.0000 0.0085 0.1000 0.0103 0.0186 0.0602 0.8000 1.0000 0.0000 
0.2978 0.0769 1.0000 0.3000 0.1000 1.0000 0.0086 0.0000 0.0104 0.0189 0.0732 0.8000 1.0000 0.0000 
0.2873 0.0685 0.0000 0.2000 0.0000 0.9000 0.0081 0.8000 0.0098 0.0040 0.0121 0.9000 1.0000 0.0591 
0.8575 0.0647 0.6000 0.2000 0.0000 0.9000 0.0081 0.0000 0.0099 0.0081 0.0163 0.9000 1.0000 0.0000 
0.7371 0.0647 0.8000 0.2000 0.0000 0.9000 0.0081 0.0000 0.0099 0.0081 0.0163 0.9000 1.0000 0.0000 
0.6554 0.0647 1.0000 0.2000 0.0000 0.9000 0.0081 0.0000 0.0099 0.0081 0.0163 0.9000 1.0000 0.1256 
0.6554 0.0582 1.0000 0.2000 0.2000 0.9000 0.0084 0.0000 0.0101 0.0167 0.0446 0.9000 1.0000 0.1925 
0.6554 0.0484 1.0000 0.2000 0.1000 0.9000 0.0086 0.0000 0.0104 0.0288 0.0763 0.9000 1.0000 0.3879 
0.1714 0.1182 0.0000 0.4000 0.0000 0.8000 0.0082 0.6000 0.0099 0.0000 0.0204 1.0000 1.0000 0.0000 
0.1459 0.1187 0.0000 0.4000 0.0000 0.7000 0.0164 0.6000 0.0099 0.0000 0.0246 0.1000 1.0000 0.0000 
0.1815 0.1207 0.0000 0.6000 0.0000 0.6000 0.0167 0.4000 0.0101 0.0000 0.0417 0.2000 1.0000 0.0000 
0.3588 0.1207 0.0000 0.7000 0.0000 0.5000 0.0167 0.3000 0.0101 0.0000 0.0417 0.3000 1.0000 0.1381 
0.9462 0.1078 0.6000 0.3000 0.1000 0.5000 0.0173 0.0000 0.0105 0.0173 0.0802 0.3000 1.0000 0.1829 
0.9462 0.0925 0.6000 0.2000 0.1000 0.5000 0.0181 0.1000 0.0110 0.0388 0.1335 0.3000 1.0000 0.3100 
0.9176 0.0657 0.8000 0.2000 0.0000 0.5000 0.0187 0.0000 0.0113 0.0695 0.1670 0.3000 1.0000 0.0000 
0.8744 0.0657 1.0000 0.2000 0.0000 0.5000 0.0187 0.0000 0.0113 0.0695 0.1670 0.3000 1.0000 0.0000 
0.8744 0.0673 1.0000 0.2000 0.1000 0.5000 0.0191 0.1000 0.0116 0.0712 0.1952 0.3000 1.0000 0.3587 
0.3612 0.2250 0.0000 0.7000 0.0000 0.4000 0.0164 0.3000 0.0099 0.0000 0.0246 0.4000 1.0000 0.0729 
0.9072 0.2121 0.6000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0101 0.0167 0.0417 0.4000 1.0000 0.0786 
0.2916 0.2496 0.0000 0.8000 0.0000 0.3000 0.0164 0.2000 0.0099 0.0000 0.0246 0.5000 1.0000 0.0657 
0.3497 0.2431 0.6000 0.4000 0.0000 0.3000 0.0171 0.0000 0.0104 0.0171 0.0684 0.5000 1.0000 0.0000 
0.3497 0.2477 0.6000 0.4000 0.1000 0.3000 0.0174 0.3000 0.0106 0.0174 0.0885 0.5000 1.0000 0.0000 
0.2725 0.2317 0.0000 0.9000 0.0000 0.2000 0.0163 0.1000 0.0000 0.0000 0.0180 0.6000 1.0000 0.0703 
0.2611 0.2168 0.0000 1.0000 0.0000 0.1000 0.0164 0.0000 0.0263 0.0000 0.0246 0.7000 1.0000 0.0756 
0.5541 0.2037 0.6000 0.2000 0.0000 0.1000 0.0167 0.0000 0.0268 0.0167 0.0417 0.7000 1.0000 0.0000 
0.4469 0.2037 0.8000 0.2000 0.0000 0.1000 0.0167 0.0000 0.0268 0.0167 0.0417 0.7000 1.0000 0.0000 
0.9646 0.2037 1.0000 0.2000 0.0000 0.1000 0.0167 0.0000 0.0268 0.0167 0.0417 0.7000 1.0000 0.4000 
0.1971 0.2287 0.0000 0.2000 0.0000 1.0000 0.0167 0.8000 0.0268 0.0167 0.0417 0.8000 1.0000 0.0000 
0.8488 0.2287 0.6000 0.2000 0.0000 1.0000 0.0167 0.1000 0.0268 0.0167 0.0417 0.8000 1.0000 0.0729 
0.4476 0.2621 0.0000 0.3000 0.0000 0.9000 0.0167 0.7000 0.0268 0.0083 0.0417 0.9000 1.0000 0.0318 
0.7399 0.2559 0.6000 0.3000 0.0000 0.9000 0.0168 0.1000 0.0270 0.0168 0.0504 0.9000 1.0000 0.0000 
0.9012 0.2559 0.8000 0.3000 0.0000 0.9000 0.0168 0.1000 0.0270 0.0168 0.0504 0.9000 1.0000 0.0657 
0.1552 0.3037 0.0000 0.4000 0.0000 0.8000 0.0167 0.6000 0.0268 0.0000 0.0417 1.0000 1.0000 0.0000 
0.3782 0.3063 0.0000 0.4000 0.0000 0.7000 0.0336 0.6000 0.0270 0.0000 0.0504 0.1000 1.0000 0.1097 
0.4724 0.2822 0.6000 0.2000 0.0000 0.7000 0.0348 0.0000 0.0279 0.0348 0.0870 0.1000 1.0000 0.0000 
0.3615 0.2822 0.8000 0.2000 0.0000 0.7000 0.0348 0.0000 0.0279 0.0348 0.0870 0.1000 1.0000 0.0000 
0.1832 0.2822 1.0000 0.2000 0.0000 0.7000 0.0348 0.0000 0.0279 0.0348 0.0870 0.1000 1.0000 0.0000 
0.1989 0.2727 0.0000 0.5000 0.0000 0.6000 0.0336 0.5000 0.0270 0.0000 0.0504 0.2000 1.0000 0.0000 
0.2938 0.2727 0.0000 0.6000 0.0000 0.5000 0.0336 0.4000 0.0067 0.0000 0.0504 0.3000 1.0000 0.1233 
0.4092 0.2474 0.6000 0.2000 0.0000 0.5000 0.0348 0.0000 0.0070 0.0348 0.0870 0.3000 1.0000 0.0000 
0.2469 0.2474 0.8000 0.2000 0.0000 0.5000 0.0348 0.0000 0.0070 0.0348 0.0870 0.3000 1.0000 0.0000 
0.9919 0.2474 1.0000 0.2000 0.0000 0.5000 0.0348 0.0000 0.0070 0.0348 0.0870 0.3000 1.0000 0.1406 
0.3283 0.3199 0.0000 0.7000 0.0000 0.4000 0.0333 0.3000 0.0000 0.0000 0.0399 0.4000 1.0000 0.1040 
0.9072 0.2965 0.6000 0.3000 0.0000 0.4000 0.0344 0.0000 0.0000 0.0344 0.0757 0.4000 1.0000 0.1161 
0.2285 0.3610 0.0000 0.8000 0.0000 0.2000 0.0334 0.1000 0.0000 0.0000 0.0435 0.6000 1.0000 0.0000 
0.3376 0.3634 0.0000 0.9000 0.0000 0.1000 0.0336 0.0000 0.0000 0.0000 0.0504 0.7000 1.0000 0.0925 
0.4909 0.3413 0.6000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0000 0.0348 0.0870 0.7000 1.0000 0.0000 
0.4054 0.3413 0.8000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0000 0.0348 0.0870 0.7000 1.0000 0.0000 
0.2585 0.3413 1.0000 0.2000 0.0000 0.1000 0.0348 0.0000 0.0000 0.0348 0.0870 0.7000 1.0000 0.0000 
0.3624 0.4076 0.0000 0.3000 0.0000 1.0000 0.0360 0.6000 0.0000 0.0360 0.1261 0.8000 1.0000 0.0000 
0.8525 0.4076 0.6000 0.3000 0.0000 1.0000 0.0360 0.2000 0.0000 0.0360 0.1261 0.8000 1.0000 0.0884 
0.1806 0.4793 0.0000 0.2000 0.0000 0.9000 0.0335 0.7000 0.0000 0.0167 0.0466 0.9000 1.0000 0.0000 
0.2873 0.4978 0.0000 0.4000 0.0000 0.8000 0.0348 0.5000 0.0000 0.0000 0.0870 1.0000 1.0000 0.0699 
0.6057 0.4797 0.6000 0.3000 0.0000 0.8000 0.0360 0.1000 0.0000 0.0360 0.1261 1.0000 1.0000 0.0000 
0.5012 0.4797 0.8000 0.3000 0.0000 0.8000 0.0360 0.1000 0.0000 0.0360 0.1261 1.0000 1.0000 0.0000 
0.5240 0.4797 1.0000 0.3000 0.0000 0.8000 0.0360 0.1000 0.0000 0.0360 0.1261 1.0000 1.0000 0.0000 
0.2401 0.5037 0.0000 0.5000 0.0000 0.6000 0.0757 0.4000 0.0000 0.0000 0.1825 0.1000 1.0000 0.0000 
0.2490 0.4712 0.0000 0.5000 0.0000 0.4000 0.0708 0.3000 0.0000 0.0000 0.1062 0.3000 1.0000 0.0000 
0.4476 0.4712 0.0000 0.6000 0.0000 0.3000 0.0708 0.2000 0.0000 0.0000 0.1062 0.4000 1.0000 0.1502 
0.5987 0.4309 0.6000 0.2000 0.0000 0.3000 0.0762 0.0000 0.0000 0.0762 0.1905 0.4000 1.0000 0.0000 
0.4934 0.4309 0.8000 0.2000 0.0000 0.3000 0.0762 0.0000 0.0000 0.0762 0.1905 0.4000 1.0000 0.0000 
0.3509 0.4309 1.0000 0.2000 0.0000 0.3000 0.0762 0.0000 0.0000 0.0762 0.1905 0.4000 1.0000 0.0000 
0.1303 0.3841 0.0000 0.7000 0.0000 0.2000 0.0679 0.1000 0.0000 0.0000 0.0612 0.6000 1.0000 0.0000 
0.4775 0.3498 0.0000 0.3000 0.0000 1.0000 0.0751 0.5000 0.0000 0.0751 0.1741 0.7000 1.0000 0.2148 
0.2162 0.2150 0.0000 0.2000 0.0000 0.9000 0.0681 0.5000 0.0000 0.0341 0.0645 0.9000 1.0000 0.0000 
0.2550 0.2405 0.0000 0.4000 0.0000 0.8000 0.0762 0.3000 0.0000 0.0000 0.1905 1.0000 1.0000 0.0000 
0.1918 0.2282 0.0000 0.4000 0.0000 0.4000 0.1446 0.3000 0.0000 0.0000 0.1300 0.1000 1.0000 0.0000 
0.3894 0.2500 0.0000 0.5000 0.0000 0.2000 0.1584 0.1000 0.0000 0.0000 0.2376 0.3000 1.0000 0.6337 
0.9907 0.1088 0.6000 0.2000 0.0000 0.2000 0.1882 0.0000 0.0000 0.1882 0.4706 0.3000 1.0000 1.0000 
0.3272 0.4876 0.0000 0.6000 0.0000 0.1000 0.1584 0.0000 0.0000 0.0000 0.2376 0.6000 1.0000 0.3249 
1.0000 0.3954 0.6000 0.3000 0.0000 0.1000 0.1903 0.0000 0.0000 0.1903 0.4867 0.6000 1.0000 0.6777 
0.1043 0.8577 0.0000 0.3000 0.0000 0.9000 0.1850 0.2000 0.0000 0.0925 0.4456 0.9000 1.0000 0.0000 
0.3684 0.7046 0.0000 0.4000 0.0000 0.8000 0.1520 0.1000 0.0000 0.0000 0.1874 1.0000 1.0000 0.2157 
0.6953 0.6516 0.6000 0.4000 0.0000 0.8000 0.1792 0.3000 0.0000 0.1792 0.4003 1.0000 1.0000 0.0000 
0.5633 0.6516 0.8000 0.4000 0.0000 0.8000 0.1792 0.3000 0.0000 0.1792 0.4003 1.0000 1.0000 0.0000 
0.5890 0.6516 1.0000 0.4000 0.0000 0.8000 0.1792 0.3000 0.0000 0.1792 0.4003 1.0000 1.0000 0.0000 
0.3376 1.0000 0.0000 0.2000 0.0000 0.9000 1.0000 0.0000 0.0000 1.0703 3.1808 0.9000 1.0000 1.0000 
