PROBAB  STACK VIRADA NPARTI BIGBLI NRAISE  NFOLD POSICA    POT STACKM POTTOT DEALER  NJOGO  SAIDA 
0.8223 0.0434 0.6000 0.2000 0.0000 0.3000 0.0001 0.1000 0.0000 0.0223 0.0593 1.0000 1.0000 0.0000 
0.7042 0.0434 0.8000 0.2000 0.0000 0.3000 0.0001 0.1000 0.0000 0.0223 0.0593 1.0000 1.0000 0.0000 
0.5584 0.0434 1.0000 0.2000 0.0000 0.3000 0.0001 0.1000 0.0000 0.0223 0.0593 1.0000 1.0000 0.0000 
0.1459 0.0415 0.0000 0.6000 0.1000 0.2000 0.0002 0.0000 0.0000 0.0000 0.0109 0.1000 1.0000 0.0000 
0.2916 0.0410 0.0000 0.6000 0.0000 0.1000 0.0002 0.0000 0.0000 0.0000 0.0003 0.2000 1.0000 0.0049 
0.2916 0.0409 0.0000 0.3000 0.1000 0.1000 0.0002 0.3000 0.0000 0.0002 0.0022 0.2000 1.0000 0.0380 
0.2916 0.0395 0.0000 0.3000 0.1000 0.1000 0.0002 0.0000 0.0000 0.0018 0.0069 0.2000 1.0000 0.0400 
0.2916 0.0381 0.0000 0.3000 0.1000 0.1000 0.0002 0.0000 0.0000 0.0034 0.0117 0.2000 1.0000 0.0000 
0.3014 0.0394 0.0000 0.4000 0.2000 1.0000 0.0002 0.2000 0.0000 0.0002 0.0514 0.3000 1.0000 0.0000 
0.6368 0.0374 0.0000 0.3000 0.0000 0.9000 0.0002 0.3000 0.0000 0.0001 0.0005 0.5000 1.0000 0.0535 
0.6368 0.0355 0.0000 0.2000 0.1000 0.9000 0.0002 0.1000 0.0000 0.0021 0.0044 0.5000 1.0000 0.0000 
0.8556 0.0355 0.6000 0.2000 0.0000 0.9000 0.0002 0.1000 0.0000 0.0021 0.0044 0.5000 1.0000 0.0000 
0.9024 0.0355 0.8000 0.2000 0.0000 0.9000 0.0002 0.1000 0.0000 0.0021 0.0044 0.5000 1.0000 0.0000 
0.8969 0.0355 1.0000 0.2000 0.0000 0.9000 0.0002 0.1000 0.0000 0.0021 0.0044 0.5000 1.0000 1.0000 
0.2683 0.0753 0.0000 0.5000 0.1000 0.8000 0.0002 0.1000 0.0000 0.0000 0.0018 0.6000 1.0000 0.0000 
0.2247 0.0752 0.0000 0.5000 0.0000 0.3000 0.0002 0.1000 0.0000 0.0000 0.0005 1.0000 1.0000 0.0000 
0.4382 0.0752 0.0000 0.5000 0.0000 0.2000 0.0004 0.1000 0.0000 0.0000 0.0006 0.1000 1.0000 0.0053 
0.5987 0.0749 0.6000 0.2000 0.0000 0.2000 0.0004 0.0000 0.0000 0.0004 0.0010 0.1000 1.0000 0.0000 
0.4934 0.0749 0.8000 0.2000 0.0000 0.2000 0.0004 0.0000 0.0000 0.0004 0.0010 0.1000 1.0000 0.0000 
0.9544 0.0749 1.0000 0.2000 0.0000 0.2000 0.0004 0.0000 0.0000 0.0004 0.0010 0.1000 1.0000 1.0000 
0.2162 0.1507 0.0000 0.6000 0.0000 0.1000 0.0004 0.0000 0.0000 0.0000 0.0006 0.2000 1.0000 0.0000 
0.2401 0.1503 0.0000 0.2000 0.0000 1.0000 0.0004 0.4000 0.0000 0.0004 0.0010 0.3000 1.0000 0.0000 
0.8117 0.1503 0.6000 0.2000 0.0000 1.0000 0.0004 0.1000 0.0000 0.0004 0.0010 0.3000 1.0000 0.0080 
0.8117 0.1495 0.6000 0.2000 0.1000 1.0000 0.0004 0.0000 0.0000 0.0016 0.0034 0.3000 1.0000 0.0000 
0.7500 0.1495 0.8000 0.2000 0.0000 1.0000 0.0004 0.1000 0.0000 0.0016 0.0034 0.3000 1.0000 0.0000 
0.8175 0.1495 1.0000 0.2000 0.0000 1.0000 0.0004 0.1000 0.0000 0.0016 0.0034 0.3000 1.0000 0.1343 
0.8175 0.1348 1.0000 0.2000 0.1000 1.0000 0.0004 0.0000 0.0000 0.0226 0.0454 0.3000 1.0000 0.0000 
0.2520 0.1735 0.0000 0.4000 0.1000 0.9000 0.0004 0.2000 0.0000 0.0002 0.0079 0.5000 1.0000 0.0000 
0.2830 0.1725 0.0000 0.5000 0.1000 0.8000 0.0004 0.1000 0.0000 0.0000 0.0019 0.6000 1.0000 0.0050 
0.2830 0.1719 0.0000 0.3000 0.1000 0.8000 0.0004 0.2000 0.0000 0.0009 0.0037 0.6000 1.0000 0.0027 
0.2830 0.1717 0.0000 0.3000 0.1000 0.8000 0.0004 0.0000 0.0000 0.0013 0.0051 0.6000 1.0000 0.0028 
0.2830 0.1715 0.0000 0.3000 0.1000 0.8000 0.0004 0.0000 0.0000 0.0018 0.0066 0.6000 1.0000 0.0029 
0.2830 0.1712 0.0000 0.3000 0.1000 0.8000 0.0004 0.0000 0.0000 0.0023 0.0081 0.6000 1.0000 0.0071 
0.2830 0.1704 0.0000 0.2000 0.1000 0.8000 0.0004 0.1000 0.0000 0.0035 0.0105 0.6000 1.0000 0.0000 
1.0000 0.1704 0.6000 0.2000 0.0000 0.8000 0.0004 0.1000 0.0000 0.0035 0.0105 0.6000 1.0000 0.3557 
1.0000 0.1250 0.6000 0.2000 0.1000 0.8000 0.0005 0.0000 0.0000 0.0730 0.1499 0.6000 1.0000 0.0000 
0.9971 0.1250 0.8000 0.2000 0.0000 0.8000 0.0005 0.1000 0.0000 0.0730 0.1499 0.6000 1.0000 0.0000 
0.9939 0.1250 1.0000 0.2000 0.0000 0.8000 0.0005 0.1000 0.0000 0.0730 0.1499 0.6000 1.0000 1.0000 
0.4382 0.3489 0.0000 0.6000 0.1000 0.3000 0.0004 0.0000 0.0000 0.0000 0.0033 1.0000 1.0000 0.0160 
0.4382 0.3470 0.0000 0.2000 0.1000 0.3000 0.0004 0.4000 0.0000 0.0056 0.0142 1.0000 1.0000 0.0000 
0.7279 0.3470 0.6000 0.2000 0.0000 0.3000 0.0004 0.1000 0.0000 0.0056 0.0142 1.0000 1.0000 0.0000 
0.6665 0.3470 0.8000 0.2000 0.0000 0.3000 0.0004 0.1000 0.0000 0.0056 0.0142 1.0000 1.0000 0.0000 
0.9182 0.3470 1.0000 0.2000 0.0000 0.3000 0.0004 0.1000 0.0000 0.0056 0.0142 1.0000 1.0000 0.1754 
0.9182 0.3258 1.0000 0.2000 0.1000 0.3000 0.0005 0.0000 0.0000 0.0757 0.1548 1.0000 1.0000 0.0000 
0.3069 0.4167 0.0000 0.5000 0.0000 0.2000 0.0008 0.1000 0.0000 0.0000 0.0012 0.1000 1.0000 0.0019 
0.9332 0.4162 0.6000 0.2000 0.0000 0.2000 0.0008 0.0000 0.0000 0.0008 0.0020 0.1000 1.0000 0.0481 
0.9332 0.4127 0.6000 0.2000 0.1000 0.2000 0.0008 0.0000 0.0000 0.0217 0.0438 0.1000 1.0000 0.0000 
0.8159 0.4127 0.8000 0.2000 0.0000 0.2000 0.0008 0.1000 0.0000 0.0217 0.0438 0.1000 1.0000 0.0000 
0.7615 0.4127 1.0000 0.2000 0.0000 0.2000 0.0008 0.1000 0.0000 0.0217 0.0438 0.1000 1.0000 0.0506 
0.7615 0.4089 1.0000 0.2000 0.1000 0.2000 0.0009 0.0000 0.0000 0.0444 0.0893 0.1000 1.0000 0.0000 
0.4382 0.4579 0.0000 0.6000 0.0000 0.1000 0.0008 0.0000 0.0000 0.0000 0.0012 0.2000 1.0000 0.0017 
0.4382 0.4599 0.0000 0.3000 0.1000 0.1000 0.0008 0.3000 0.0000 0.0008 0.0073 0.2000 1.0000 0.0131 
0.5727 0.4595 0.6000 0.3000 0.0000 0.1000 0.0008 0.0000 0.0000 0.0057 0.0171 0.2000 1.0000 0.0000 
0.5643 0.4595 0.8000 0.3000 0.0000 0.1000 0.0008 0.0000 0.0000 0.0057 0.0171 0.2000 1.0000 0.0000 
0.5643 0.4617 0.8000 0.3000 0.1000 0.1000 0.0008 0.2000 0.0000 0.0057 0.0220 0.2000 1.0000 0.0000 
0.3588 0.4536 0.0000 0.3000 0.1000 1.0000 0.0008 0.3000 0.0000 0.0008 0.0059 0.3000 1.0000 0.0153 
0.3588 0.4546 0.0000 0.3000 0.1000 1.0000 0.0008 0.0000 0.0000 0.0079 0.0236 0.3000 1.0000 0.0000 
0.5653 0.4546 0.6000 0.3000 0.0000 1.0000 0.0008 0.2000 0.0000 0.0079 0.0236 0.3000 1.0000 0.0000 
0.4158 0.4546 0.8000 0.3000 0.0000 1.0000 0.0008 0.2000 0.0000 0.0079 0.0236 0.3000 1.0000 0.0000 
0.4348 0.4546 1.0000 0.3000 0.0000 1.0000 0.0008 0.2000 0.0000 0.0079 0.0236 0.3000 1.0000 0.0000 
0.3283 0.4446 0.0000 0.3000 0.0000 0.9000 0.0008 0.3000 0.0000 0.0004 0.0020 0.5000 1.0000 0.0009 
0.8924 0.4443 0.6000 0.3000 0.0000 0.9000 0.0008 0.1000 0.0000 0.0008 0.0024 0.5000 1.0000 0.0226 
0.8924 0.4432 0.6000 0.2000 0.1000 0.9000 0.0008 0.1000 0.0000 0.0110 0.0229 0.5000 1.0000 0.0000 
0.8912 0.4432 0.8000 0.2000 0.0000 0.9000 0.0008 0.1000 0.0000 0.0110 0.0229 0.5000 1.0000 0.0000 
0.8644 0.4432 1.0000 0.2000 0.0000 0.9000 0.0008 0.1000 0.0000 0.0110 0.0229 0.5000 1.0000 0.0692 
0.8644 0.4395 1.0000 0.2000 0.1000 0.9000 0.0009 0.0000 0.0000 0.0445 0.0898 0.5000 1.0000 0.0000 
0.2401 0.4886 0.0000 0.5000 0.1000 0.8000 0.0008 0.1000 0.0000 0.0000 0.0061 0.6000 1.0000 0.0000 
0.2683 0.4885 0.0000 0.5000 0.1000 0.2000 0.0008 0.0000 0.0000 0.0000 0.0058 1.0000 1.0000 0.0000 
0.1232 0.4868 0.0000 0.5000 0.0000 0.1000 0.0016 0.0000 0.0000 0.0000 0.0024 0.1000 1.0000 0.0000 
0.1722 0.4932 0.0000 0.3000 0.1000 0.9000 0.0016 0.2000 0.0000 0.0008 0.0155 0.5000 1.0000 0.0000 
0.2938 0.4876 0.0000 0.4000 0.0000 0.8000 0.0016 0.1000 0.0000 0.0000 0.0040 0.6000 1.0000 0.0033 
0.8646 0.4936 0.6000 0.3000 0.1000 0.8000 0.0016 0.0000 0.0000 0.0016 0.0196 0.6000 1.0000 0.0583 
0.8646 0.4860 0.6000 0.2000 0.1000 0.8000 0.0017 0.1000 0.0000 0.0318 0.0661 0.6000 1.0000 0.0000 
0.8576 0.4915 0.8000 0.2000 0.1000 0.8000 0.0017 0.0000 0.0000 0.0321 0.0781 0.6000 1.0000 0.0461 
0.3894 0.5322 0.0000 0.5000 0.1000 0.2000 0.0016 0.0000 0.0000 0.0000 0.0074 1.0000 1.0000 0.0189 
0.3894 0.5302 0.0000 0.2000 0.1000 0.2000 0.0016 0.3000 0.0000 0.0102 0.0229 1.0000 1.0000 0.0000 
0.5876 0.5302 0.6000 0.2000 0.0000 0.2000 0.0016 0.1000 0.0000 0.0102 0.0229 1.0000 1.0000 0.0000 
0.4818 0.5316 0.8000 0.2000 0.1000 0.2000 0.0016 0.0000 0.0000 0.0103 0.0257 1.0000 1.0000 0.0052 
0.3374 0.5303 1.0000 0.2000 0.0000 0.2000 0.0016 0.0000 0.0000 0.0131 0.0286 1.0000 1.0000 0.0000 
0.3374 0.5312 1.0000 0.2000 0.1000 0.2000 0.0016 0.1000 0.0000 0.0131 0.0303 1.0000 1.0000 0.0031 
0.1303 0.5165 0.0000 0.5000 0.0000 0.1000 0.0032 0.0000 0.0000 0.0000 0.0048 0.1000 1.0000 0.0000 
0.2247 0.5200 0.0000 0.3000 0.1000 0.9000 0.0032 0.2000 0.0000 0.0016 0.0117 0.5000 1.0000 0.0000 
0.3894 0.5165 0.0000 0.3000 0.0000 0.8000 0.0032 0.2000 0.0000 0.0000 0.0048 0.6000 1.0000 0.0062 
0.3894 0.5193 0.0000 0.2000 0.1000 0.8000 0.0033 0.1000 0.0000 0.0033 0.0166 0.6000 1.0000 0.0132 
0.3894 0.5211 0.0000 0.2000 0.1000 0.8000 0.0033 0.0000 0.0000 0.0103 0.0338 0.6000 1.0000 0.0191 
0.9425 0.5163 0.6000 0.2000 0.0000 0.8000 0.0033 0.0000 0.0000 0.0204 0.0442 0.6000 1.0000 0.0065 
0.2873 0.5494 0.0000 0.5000 0.1000 0.2000 0.0033 0.0000 0.0000 0.0000 0.0236 1.0000 1.0000 0.0340 
0.2873 0.5506 0.0000 0.2000 0.1000 0.2000 0.0034 0.3000 0.0000 0.0194 0.0620 1.0000 1.0000 0.0329 
0.5653 0.5424 0.6000 0.2000 0.0000 0.2000 0.0035 0.0000 0.0000 0.0382 0.0816 1.0000 1.0000 0.0000 
0.7490 0.5424 0.8000 0.2000 0.0000 0.2000 0.0035 0.0000 0.0000 0.0382 0.0816 1.0000 1.0000 0.0000 
0.7490 0.5457 0.8000 0.2000 0.1000 0.2000 0.0035 0.1000 0.0000 0.0384 0.0883 1.0000 1.0000 0.0113 
0.7395 0.5429 1.0000 0.2000 0.0000 0.2000 0.0035 0.0000 0.0000 0.0449 0.0951 1.0000 1.0000 0.0829 
0.2683 0.5882 0.0000 0.5000 0.0000 0.1000 0.0065 0.0000 0.0000 0.0000 0.0097 0.1000 1.0000 0.0110 
0.4166 0.5855 0.6000 0.2000 0.0000 0.1000 0.0065 0.0000 0.0000 0.0065 0.0163 0.1000 1.0000 0.0000 
0.3188 0.5855 0.8000 0.2000 0.0000 0.1000 0.0065 0.0000 0.0000 0.0065 0.0163 0.1000 1.0000 0.0000 
0.3512 0.5855 1.0000 0.2000 0.0000 0.1000 0.0065 0.0000 0.0000 0.0065 0.0163 0.1000 1.0000 0.0000 
0.2520 0.5771 0.0000 0.2000 0.0000 1.0000 0.0065 0.3000 0.0000 0.0065 0.0130 0.2000 1.0000 0.0000 
0.3943 0.5822 0.6000 0.2000 0.1000 1.0000 0.0065 0.0000 0.0000 0.0065 0.0218 0.2000 1.0000 0.0000 
0.3114 0.5721 0.0000 0.2000 0.0000 0.9000 0.0065 0.3000 0.0000 0.0032 0.0097 0.5000 1.0000 0.0056 
0.9267 0.5707 0.6000 0.2000 0.0000 0.9000 0.0065 0.0000 0.0000 0.0065 0.0130 0.5000 1.0000 0.0114 
0.4007 0.5855 0.0000 0.4000 0.0000 0.8000 0.0065 0.1000 0.0000 0.0000 0.0163 0.6000 1.0000 0.0111 
0.5987 0.5828 0.6000 0.3000 0.0000 0.8000 0.0065 0.1000 0.0000 0.0065 0.0229 0.6000 1.0000 0.0000 
0.4934 0.5828 0.8000 0.3000 0.0000 0.8000 0.0065 0.1000 0.0000 0.0065 0.0229 0.6000 1.0000 0.0000 
0.3357 0.5883 1.0000 0.3000 0.1000 0.8000 0.0066 0.0000 0.0000 0.0066 0.0325 0.6000 1.0000 0.0000 
0.1429 0.5753 0.0000 0.4000 0.0000 0.2000 0.0065 0.1000 0.0000 0.0000 0.0097 1.0000 1.0000 0.0000 
0.2550 0.5809 0.0000 0.5000 0.0000 0.1000 0.0131 0.0000 0.0000 0.0000 0.0196 0.1000 1.0000 0.0000 
0.3956 0.5716 0.0000 0.2000 0.0000 1.0000 0.0131 0.3000 0.0000 0.0131 0.0263 0.2000 1.0000 0.0000 
0.8850 0.5716 0.6000 0.2000 0.0000 1.0000 0.0131 0.1000 0.0000 0.0131 0.0263 0.2000 1.0000 0.0230 
0.2560 0.5874 0.0000 0.2000 0.0000 0.9000 0.0131 0.3000 0.0000 0.0065 0.0196 0.5000 1.0000 0.0111 
0.6967 0.5847 0.6000 0.2000 0.0000 0.9000 0.0131 0.0000 0.0000 0.0131 0.0263 0.5000 1.0000 0.0225 
0.6967 0.6010 0.6000 0.2000 0.2000 0.9000 0.0138 0.0000 0.0000 0.0276 0.0791 0.5000 1.0000 0.0000 
0.3226 0.5453 0.0000 0.3000 0.0000 0.8000 0.0131 0.2000 0.0000 0.0000 0.0196 0.6000 1.0000 0.0239 
0.5430 0.5429 0.6000 0.3000 0.0000 0.8000 0.0133 0.0000 0.0000 0.0133 0.0399 0.6000 1.0000 0.0000 
0.4352 0.5429 0.8000 0.3000 0.0000 0.8000 0.0133 0.0000 0.0000 0.0133 0.0399 0.6000 1.0000 0.0000 
0.3212 0.5429 1.0000 0.3000 0.0000 0.8000 0.0133 0.0000 0.0000 0.0133 0.0399 0.6000 1.0000 0.0000 
0.5184 0.5714 0.0000 0.4000 0.0000 0.2000 0.0131 0.1000 0.0000 0.0000 0.0196 1.0000 1.0000 0.0457 
0.1815 0.6028 0.0000 0.5000 0.0000 0.1000 0.0266 0.0000 0.0000 0.0000 0.0399 0.1000 1.0000 0.0000 
0.1989 0.6028 0.0000 0.2000 0.0000 0.9000 0.0266 0.3000 0.0000 0.0133 0.0399 0.5000 1.0000 0.0000 
0.2470 0.6028 0.0000 0.3000 0.0000 0.8000 0.0266 0.2000 0.0000 0.0000 0.0399 0.6000 1.0000 0.0442 
0.8080 0.6001 0.6000 0.3000 0.0000 0.8000 0.0277 0.0000 0.0000 0.0277 0.0832 0.6000 1.0000 0.0462 
0.1918 0.6560 0.0000 0.4000 0.0000 0.2000 0.0266 0.1000 0.0000 0.0000 0.0399 1.0000 1.0000 0.0000 
0.4277 0.6833 0.0000 0.5000 0.0000 0.1000 0.0555 0.0000 0.0000 0.0000 0.0832 0.1000 1.0000 0.0812 
0.5876 0.6647 0.6000 0.2000 0.0000 0.1000 0.0587 0.0000 0.0000 0.0587 0.1468 0.1000 1.0000 0.0000 
0.4818 0.6647 0.8000 0.2000 0.0000 0.1000 0.0587 0.0000 0.0000 0.0587 0.1468 0.1000 1.0000 0.0000 
0.5038 0.6647 1.0000 0.2000 0.0000 0.1000 0.0587 0.0000 0.0000 0.0587 0.1468 0.1000 1.0000 0.0000 
0.3114 0.7604 0.0000 0.3000 0.1000 0.8000 0.0538 0.1000 0.0000 0.0000 0.0515 0.6000 1.0000 0.0708 
0.2905 0.7236 0.0000 0.4000 0.1000 0.1000 0.0551 0.0000 0.0000 0.0000 0.0768 1.0000 1.0000 0.0762 
0.2916 0.7334 0.0000 0.2000 0.0000 0.9000 0.1210 0.2000 0.0000 0.0605 0.1815 0.2000 1.0000 0.0825 
0.3943 0.7162 0.6000 0.2000 0.0000 0.9000 0.1288 0.0000 0.0000 0.1288 0.2575 0.2000 1.0000 0.0000 
0.4202 0.7162 0.8000 0.2000 0.0000 0.9000 0.1288 0.0000 0.0000 0.1288 0.2575 0.2000 1.0000 0.0000 
0.3374 0.7162 1.0000 0.2000 0.0000 0.9000 0.1288 0.0000 0.0000 0.1288 0.2575 0.2000 1.0000 0.0000 
0.2725 0.8857 0.0000 0.3000 0.1000 0.8000 0.1171 0.1000 0.0000 0.0000 0.1438 0.6000 1.0000 0.0000 
0.6368 0.8825 0.0000 0.4000 0.1000 0.1000 0.1167 0.0000 0.0000 0.0000 0.1397 1.0000 1.0000 0.1322 
0.2343 0.7732 0.0000 0.2000 0.1000 0.9000 0.2357 0.2000 0.0000 0.1178 0.1507 0.2000 1.0000 0.1524 
0.1806 1.0000 0.0000 0.3000 0.2000 0.8000 0.2551 0.0000 0.0000 0.0000 0.2455 0.6000 1.0000 0.0000 
0.2088 1.0000 0.0000 0.2000 0.1000 0.9000 0.6848 0.0000 0.0000 0.3424 0.6720 0.2000 1.0000 0.0000 
0.3807 1.0000 0.0000 0.2000 0.1000 0.9000 1.0000 0.0000 0.0000 1.0414 1.5426 0.2000 1.0000 1.0000 
