PROBAB  STACK VIRADA NPARTI BIGBLI NRAISE  NFOLD POSICA    POT STACKM POTTOT DEALER  NJOGO  SAIDA 
0.2308 0.2667 0.6000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.1557 0.2667 0.8000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.1794 0.2694 1.0000 0.2000 0.1000 1.0000 0.0104 0.0000 0.0000 0.0104 0.0363 0.7000 1.0000 0.0000 
0.3376 0.2642 0.0000 0.3000 0.1000 0.9000 0.0104 0.3000 0.0000 0.0052 0.0363 0.8000 1.0000 0.0588 
0.7096 0.2526 0.6000 0.2000 0.0000 0.9000 0.0105 0.0000 0.0000 0.0211 0.0526 0.8000 1.0000 0.0000 
0.5630 0.2526 0.8000 0.2000 0.0000 0.9000 0.0105 0.0000 0.0000 0.0211 0.0526 0.8000 1.0000 0.0000 
0.4478 0.2526 1.0000 0.2000 0.0000 0.9000 0.0105 0.0000 0.0000 0.0211 0.0526 0.8000 1.0000 0.0000 
0.1362 0.2567 0.0000 0.4000 0.1000 0.8000 0.0107 0.2000 0.0000 0.0000 0.0695 1.0000 1.0000 0.0000 
0.1989 0.2437 0.0000 0.4000 0.0000 0.3000 0.0102 0.2000 0.0000 0.0000 0.0152 0.1000 1.0000 0.0000 
0.1739 0.2437 0.0000 0.5000 0.0000 0.2000 0.0102 0.1000 0.0000 0.0000 0.0152 0.2000 1.0000 0.0000 
0.2401 0.2437 0.0000 0.6000 0.0000 0.1000 0.0102 0.0000 0.0000 0.0000 0.0152 0.5000 1.0000 0.0000 
0.1303 0.2359 0.0000 0.2000 0.0000 1.0000 0.0103 0.4000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.0934 0.2359 0.6000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.1052 0.2359 0.8000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.0580 0.2359 1.0000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.2237 0.2564 0.0000 0.3000 0.0000 0.9000 0.0103 0.3000 0.0000 0.0051 0.0256 0.8000 1.0000 0.0000 
0.2725 0.2564 0.0000 0.4000 0.0000 0.8000 0.0103 0.2000 0.0000 0.0000 0.0256 1.0000 1.0000 0.0000 
0.3306 0.2538 0.0000 0.4000 0.0000 0.3000 0.0102 0.2000 0.0000 0.0000 0.0152 0.1000 1.0000 0.0400 
0.9174 0.2462 0.6000 0.2000 0.0000 0.3000 0.0103 0.0000 0.0000 0.0103 0.0256 0.1000 1.0000 0.0417 
0.9174 0.2408 0.6000 0.2000 0.1000 0.3000 0.0105 0.0000 0.0000 0.0209 0.0471 0.1000 1.0000 0.0000 
0.7878 0.2434 0.8000 0.2000 0.1000 0.3000 0.0106 0.0000 0.0000 0.0212 0.0582 0.1000 1.0000 0.0435 
0.8450 0.2353 1.0000 0.2000 0.0000 0.3000 0.0107 0.0000 0.0000 0.0321 0.0695 0.1000 1.0000 0.2727 
0.3856 0.2893 0.0000 0.5000 0.0000 0.2000 0.0102 0.1000 0.0000 0.0000 0.0152 0.2000 1.0000 0.0351 
0.5653 0.2835 0.6000 0.3000 0.0000 0.2000 0.0103 0.0000 0.0000 0.0103 0.0309 0.2000 1.0000 0.0000 
0.4430 0.2835 0.8000 0.3000 0.0000 0.2000 0.0103 0.0000 0.0000 0.0103 0.0309 0.2000 1.0000 0.0000 
0.4430 0.2865 0.8000 0.2000 0.1000 0.2000 0.0104 0.2000 0.0000 0.0104 0.0417 0.2000 1.0000 0.0000 
0.1452 0.2792 0.0000 0.6000 0.0000 0.1000 0.0102 0.0000 0.0000 0.0000 0.0152 0.5000 1.0000 0.0000 
0.1910 0.2718 0.0000 0.2000 0.0000 1.0000 0.0103 0.4000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.0525 0.2718 0.6000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.7752 0.2718 0.8000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.6527 0.2718 1.0000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0755 
0.6527 0.2678 1.0000 0.2000 0.2000 1.0000 0.0109 0.0000 0.0000 0.0328 0.0929 0.7000 1.0000 0.0816 
0.6527 0.2571 1.0000 0.2000 0.1000 1.0000 0.0114 0.0000 0.0000 0.0571 0.1429 0.7000 1.0000 0.0889 
0.1576 0.3503 0.0000 0.2000 0.0000 0.9000 0.0102 0.4000 0.0000 0.0051 0.0152 0.8000 1.0000 0.0000 
0.1714 0.3575 0.0000 0.4000 0.1000 0.8000 0.0104 0.2000 0.0000 0.0000 0.0363 1.0000 1.0000 0.0000 
0.2938 0.3503 0.0000 0.4000 0.0000 0.3000 0.0102 0.2000 0.0000 0.0000 0.0152 0.1000 1.0000 0.0290 
0.7774 0.3436 0.6000 0.2000 0.0000 0.3000 0.0103 0.0000 0.0000 0.0103 0.0256 0.1000 1.0000 0.0299 
0.7774 0.3403 0.6000 0.2000 0.1000 0.3000 0.0105 0.0000 0.0000 0.0209 0.0471 0.1000 1.0000 0.0000 
0.6570 0.3403 0.8000 0.2000 0.0000 0.3000 0.0105 0.1000 0.0000 0.0209 0.0471 0.1000 1.0000 0.0000 
0.9292 0.3403 1.0000 0.2000 0.0000 0.3000 0.0105 0.1000 0.0000 0.0209 0.0471 0.1000 1.0000 0.2462 
0.9292 0.3427 1.0000 0.2000 0.2000 0.3000 0.0140 0.0000 0.0000 0.1399 0.3986 0.1000 1.0000 0.3265 
0.1362 0.5381 0.0000 0.5000 0.0000 0.2000 0.0102 0.1000 0.0000 0.0000 0.0152 0.2000 1.0000 0.0000 
0.2247 0.5381 0.0000 0.6000 0.0000 0.1000 0.0102 0.0000 0.0000 0.0000 0.0152 0.5000 1.0000 0.0000 
0.3306 0.5333 0.0000 0.2000 0.0000 1.0000 0.0103 0.4000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.3609 0.5333 0.6000 0.2000 0.0000 1.0000 0.0103 0.1000 0.0000 0.0103 0.0256 0.7000 1.0000 0.0000 
0.3770 0.5389 0.8000 0.2000 0.1000 1.0000 0.0104 0.0000 0.0000 0.0104 0.0363 0.7000 1.0000 0.0192 
0.3661 0.5340 1.0000 0.2000 0.0000 1.0000 0.0105 0.0000 0.0000 0.0209 0.0471 0.7000 1.0000 0.0000 
0.2725 0.5641 0.0000 0.3000 0.0000 0.9000 0.0103 0.3000 0.0000 0.0051 0.0256 0.8000 1.0000 0.0091 
0.2420 0.5619 0.6000 0.3000 0.0000 0.9000 0.0103 0.1000 0.0000 0.0103 0.0309 0.8000 1.0000 0.0000 
0.2528 0.5619 0.8000 0.3000 0.0000 0.9000 0.0103 0.1000 0.0000 0.0103 0.0309 0.8000 1.0000 0.0000 
0.1629 0.5619 1.0000 0.3000 0.0000 0.9000 0.0103 0.1000 0.0000 0.0103 0.0309 0.8000 1.0000 0.0000 
0.1429 0.5648 0.0000 0.4000 0.1000 0.8000 0.0104 0.2000 0.0000 0.0000 0.0363 1.0000 1.0000 0.0000 
0.3376 0.5533 0.0000 0.4000 0.0000 0.3000 0.0102 0.2000 0.0000 0.0000 0.0152 0.1000 1.0000 0.0183 
0.3376 0.5544 0.0000 0.2000 0.1000 0.3000 0.0104 0.2000 0.0000 0.0104 0.0363 0.1000 1.0000 0.0187 
0.5095 0.5497 0.6000 0.2000 0.0000 0.3000 0.0105 0.0000 0.0000 0.0209 0.0471 0.1000 1.0000 0.0000 
0.4119 0.5497 0.8000 0.2000 0.0000 0.3000 0.0105 0.0000 0.0000 0.0209 0.0471 0.1000 1.0000 0.0000 
0.7801 0.5497 1.0000 0.2000 0.0000 0.3000 0.0105 0.0000 0.0000 0.0209 0.0471 0.1000 1.0000 0.1905 
0.7801 0.6489 1.0000 0.2000 0.2000 0.3000 0.0153 0.0000 0.0000 0.1832 0.5267 0.1000 1.0000 0.2353 
0.4476 0.7817 0.0000 0.5000 0.0000 0.2000 0.0102 0.1000 0.0000 0.0000 0.0152 0.2000 1.0000 0.0130 
0.4476 0.7917 0.0000 0.2000 0.1000 0.2000 0.0104 0.3000 0.0000 0.0104 0.0417 0.2000 1.0000 0.0132 
0.5987 0.7895 0.6000 0.2000 0.0000 0.2000 0.0105 0.0000 0.0000 0.0211 0.0526 0.2000 1.0000 0.0000 
0.9564 0.7895 0.8000 0.2000 0.0000 0.2000 0.0105 0.0000 0.0000 0.0211 0.0526 0.2000 1.0000 0.0533 
0.9564 0.8554 0.8000 0.2000 0.2000 0.2000 0.0120 0.0000 0.0000 0.0723 0.2048 0.2000 1.0000 0.0563 
0.3588 0.8934 0.0000 0.2000 0.0000 0.9000 0.0102 0.3000 0.0000 0.0051 0.0152 0.8000 1.0000 0.0057 
0.4501 0.8929 0.6000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0000 
0.9176 0.8929 0.8000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0229 
0.4775 0.9086 0.0000 0.3000 0.0000 0.8000 0.0102 0.2000 0.0000 0.0000 0.0152 1.0000 1.0000 0.0223 
0.2663 0.9239 0.0000 0.4000 0.0000 0.2000 0.0102 0.1000 0.0000 0.0000 0.0152 0.1000 1.0000 0.0220 
0.4277 0.9391 0.0000 0.5000 0.0000 0.1000 0.0102 0.0000 0.0000 0.0000 0.0152 0.2000 1.0000 0.0216 
0.1918 0.9543 0.0000 0.2000 0.0000 0.9000 0.0102 0.3000 0.0000 0.0051 0.0152 0.8000 1.0000 0.0000 
0.3807 0.9543 0.0000 0.3000 0.0000 0.8000 0.0102 0.2000 0.0000 0.0000 0.0152 1.0000 1.0000 0.0213 
0.2788 0.9695 0.0000 0.4000 0.0000 0.2000 0.0102 0.1000 0.0000 0.0000 0.0152 0.1000 1.0000 0.0105 
0.9109 0.9692 0.6000 0.2000 0.0000 0.2000 0.0103 0.0000 0.0000 0.0103 0.0256 0.1000 1.0000 0.0106 
0.2520 0.9798 0.0000 0.5000 0.2000 0.1000 0.0101 0.0000 0.0000 0.0000 0.0101 0.2000 1.0000 0.0103 
0.3329 0.9695 0.0000 0.2000 0.0000 0.9000 0.0102 0.2000 0.0000 0.0051 0.0152 0.8000 1.0000 0.0052 
0.3237 0.9694 0.6000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0000 
0.8740 0.9694 0.8000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0105 
0.3399 0.9798 0.0000 0.3000 0.2000 0.8000 0.0101 0.1000 0.0000 0.0000 0.0101 1.0000 1.0000 0.0103 
0.2642 0.9746 0.0000 0.2000 0.0000 0.9000 0.0102 0.1000 0.0000 0.0051 0.0152 0.8000 1.0000 0.0052 
0.6948 0.9745 0.6000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0000 
0.5824 0.9745 0.8000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0000 
0.4367 0.9745 1.0000 0.2000 0.0000 0.9000 0.0102 0.0000 0.0000 0.0102 0.0204 0.8000 1.0000 0.0000 
0.2642 0.9898 0.0000 0.3000 0.0000 0.8000 0.0102 0.0000 0.0000 0.0000 0.0152 1.0000 1.0000 0.0103 
0.8423 0.9897 0.6000 0.2000 0.0000 0.8000 0.0103 0.0000 0.0000 0.0103 0.0256 1.0000 1.0000 0.0104 
