PROBAB  STACK VIRADA NPARTI NRAISE POSICA BIGBLI  NFOLD STACKM    POT POTTOT DEALER  NJOGO  SAIDA 
0.1303 0.0975 0.0000 0.5000 0.1000 0.8000 0.0020 0.5000 0.0857 0.0000 0.0150 0.1000 1.0000 0.0000 
0.2134 0.0981 0.0000 0.7000 0.1000 0.7000 0.0020 0.3000 0.0801 0.0000 0.0215 0.2000 1.0000 0.0626 
0.6929 0.0939 0.6000 0.3000 0.1000 0.7000 0.0021 0.1000 0.0728 0.0063 0.0437 0.2000 1.0000 0.0000 
0.3341 0.0923 0.0000 1.0000 0.1000 0.6000 0.0021 0.0000 0.0784 0.0000 0.0259 0.3000 1.0000 0.0561 
0.3341 0.0884 0.0000 0.2000 0.1000 0.6000 0.0021 0.8000 0.0795 0.0053 0.0403 0.3000 1.0000 0.0403 
0.3341 0.0905 0.0000 0.2000 0.1000 0.6000 0.0022 0.0000 0.0498 0.0094 0.1104 0.3000 1.0000 0.0000 
0.1616 0.0824 0.0000 0.7000 0.1000 0.5000 0.0020 0.3000 0.0762 0.0000 0.0111 0.4000 1.0000 0.0000 
0.1459 0.0826 0.0000 0.9000 0.1000 0.4000 0.0020 0.1000 0.0763 0.0000 0.0125 0.5000 1.0000 0.0000 
0.2611 0.0823 0.0000 0.9000 0.1000 0.3000 0.0020 0.1000 0.0779 0.0000 0.0099 0.6000 1.0000 0.0000 
0.2343 0.0823 0.0000 1.0000 0.1000 0.2000 0.0020 0.0000 0.0778 0.0000 0.0089 0.7000 1.0000 0.0709 
0.4055 0.0769 0.6000 0.2000 0.0000 0.2000 0.0020 0.0000 0.0769 0.0059 0.0148 0.7000 1.0000 0.0000 
0.4055 0.0778 0.6000 0.2000 0.1000 0.2000 0.0021 0.1000 0.0750 0.0059 0.0264 0.7000 1.0000 0.0000 
0.1722 0.0760 0.0000 1.0000 0.0000 0.1000 0.0020 0.0000 0.0760 0.0000 0.0030 0.8000 1.0000 0.0000 
0.2088 0.0750 0.0000 0.3000 0.1000 1.0000 0.0020 0.7000 0.0750 0.0020 0.0168 0.9000 1.0000 0.0000 
0.1673 0.0737 0.0000 0.3000 0.1000 0.9000 0.0020 0.7000 0.0737 0.0010 0.0128 1.0000 1.0000 0.0000 
0.2884 0.0750 0.0000 0.9000 0.0000 0.8000 0.0041 0.1000 0.0750 0.0000 0.0309 0.1000 1.0000 0.0550 
0.2884 0.0725 0.0000 0.3000 0.2000 0.8000 0.0042 0.6000 0.0725 0.0042 0.0549 0.1000 1.0000 0.0000 
0.2725 0.0700 0.0000 0.6000 0.1000 0.7000 0.0041 0.4000 0.0700 0.0000 0.0188 0.2000 1.0000 0.0000 
0.1303 0.0697 0.0000 0.6000 0.1000 0.6000 0.0041 0.4000 0.0697 0.0000 0.0143 0.3000 1.0000 0.0000 
0.2746 0.0700 0.0000 0.9000 0.0000 0.5000 0.0041 0.1000 0.0700 0.0000 0.0183 0.4000 1.0000 0.0000 
0.3399 0.0697 0.0000 0.9000 0.0000 0.4000 0.0041 0.1000 0.0681 0.0000 0.0142 0.5000 1.0000 0.0582 
0.3399 0.0719 0.0000 0.2000 0.1000 0.4000 0.0044 0.7000 0.0719 0.0044 0.1098 0.5000 1.0000 0.0000 
0.1600 0.0657 0.0000 1.0000 0.0000 0.3000 0.0041 0.0000 0.0657 0.0000 0.0142 0.6000 1.0000 0.0000 
0.2144 0.0651 0.0000 0.9000 0.0000 0.2000 0.0040 0.1000 0.0651 0.0000 0.0060 0.7000 1.0000 0.0000 
0.3481 0.0651 0.0000 1.0000 0.0000 0.1000 0.0040 0.0000 0.0651 0.0000 0.0060 0.8000 1.0000 0.0618 
0.3481 0.0705 0.0000 0.3000 0.1000 0.1000 0.0046 0.7000 0.0705 0.0046 0.1598 0.8000 1.0000 0.0000 
0.1823 0.0614 0.0000 0.3000 0.0000 0.9000 0.0040 0.7000 0.0614 0.0020 0.0101 1.0000 1.0000 0.0000 
0.3114 0.0615 0.0000 0.3000 0.0000 0.8000 0.0081 0.7000 0.0615 0.0000 0.0121 0.1000 1.0000 0.1317 
0.9072 0.0538 0.6000 0.2000 0.0000 0.8000 0.0082 0.0000 0.0538 0.0082 0.0204 0.1000 1.0000 0.3033 
0.9072 0.0455 0.6000 0.2000 0.2000 0.8000 0.0099 0.0000 0.0455 0.0297 0.2382 0.1000 1.0000 1.0000 
0.3014 0.2319 0.0000 0.4000 0.0000 0.7000 0.0081 0.6000 0.0679 0.0000 0.0121 0.2000 1.0000 0.0349 
0.3014 0.2324 0.0000 0.2000 0.1000 0.7000 0.0084 0.2000 0.0706 0.0084 0.0512 0.2000 1.0000 0.0000 
0.2294 0.2238 0.0000 0.5000 0.0000 0.6000 0.0081 0.5000 0.0666 0.0000 0.0121 0.3000 1.0000 0.0000 
0.3807 0.2238 0.0000 0.6000 0.0000 0.5000 0.0081 0.4000 0.0598 0.0000 0.0121 0.4000 1.0000 0.0362 
0.5764 0.2175 0.6000 0.2000 0.0000 0.5000 0.0082 0.0000 0.0603 0.0082 0.0204 0.4000 1.0000 0.0000 
0.5764 0.2203 0.6000 0.2000 0.1000 0.5000 0.0083 0.1000 0.0480 0.0083 0.0338 0.4000 1.0000 0.0000 
0.2959 0.2157 0.0000 0.7000 0.0000 0.4000 0.0081 0.3000 0.0625 0.0000 0.0121 0.5000 1.0000 0.0375 
0.2959 0.2141 0.0000 0.2000 0.1000 0.4000 0.0083 0.5000 0.0645 0.0083 0.0437 0.5000 1.0000 0.0000 
0.1616 0.2076 0.0000 0.8000 0.0000 0.3000 0.0081 0.2000 0.0625 0.0000 0.0121 0.6000 1.0000 0.0000 
0.2725 0.2076 0.0000 0.9000 0.0000 0.2000 0.0081 0.1000 0.0604 0.0000 0.0121 0.7000 1.0000 0.0000 
0.4476 0.2076 0.0000 1.0000 0.0000 0.1000 0.0081 0.0000 0.0569 0.0000 0.0121 0.8000 1.0000 0.0390 
0.4476 0.2085 0.0000 0.2000 0.1000 0.1000 0.0085 0.8000 0.0595 0.0085 0.0579 0.8000 1.0000 0.1356 
0.4476 0.1977 0.0000 0.2000 0.1000 0.1000 0.0093 0.0000 0.0652 0.0403 0.1601 0.8000 1.0000 0.3321 
0.5690 0.1413 0.6000 0.2000 0.0000 0.1000 0.0099 0.0000 0.0698 0.1134 0.2416 0.8000 1.0000 0.0000 
0.3770 0.1413 0.8000 0.2000 0.0000 0.1000 0.0099 0.0000 0.0698 0.1134 0.2416 0.8000 1.0000 0.0000 
0.2725 0.1413 1.0000 0.2000 0.0000 0.1000 0.0099 0.0000 0.0698 0.1134 0.2416 0.8000 1.0000 0.0000 
0.2725 0.1461 1.0000 0.2000 0.1000 0.1000 0.0103 0.1000 0.0722 0.1172 0.2840 0.8000 1.0000 0.0000 
0.2746 0.1322 0.0000 0.2000 0.1000 1.0000 0.0100 0.8000 0.0703 0.0100 0.2496 0.9000 1.0000 0.0000 
0.1714 0.1030 0.0000 0.2000 0.0000 0.9000 0.0081 0.8000 0.0569 0.0040 0.0121 1.0000 1.0000 0.0000 
0.6368 0.1043 0.0000 0.3000 0.0000 0.8000 0.0164 0.7000 0.0576 0.0000 0.0246 0.1000 1.0000 0.1572 
0.8556 0.0894 0.6000 0.2000 0.0000 0.8000 0.0167 0.0000 0.0586 0.0167 0.0417 0.1000 1.0000 0.0000 
0.8556 0.1087 0.6000 0.2000 0.1000 0.8000 0.0203 0.1000 0.0713 0.0203 0.2674 0.1000 1.0000 1.0000 
0.3014 0.3041 0.0000 0.4000 0.0000 0.7000 0.0164 0.6000 0.0576 0.0000 0.0246 0.2000 1.0000 0.0000 
0.6368 0.3041 0.0000 0.5000 0.0000 0.6000 0.0164 0.5000 0.0469 0.0000 0.0246 0.3000 1.0000 0.0539 
0.9112 0.2925 0.6000 0.2000 0.0000 0.6000 0.0167 0.0000 0.0477 0.0167 0.0417 0.3000 1.0000 0.0570 
0.1722 0.3287 0.0000 0.6000 0.0000 0.5000 0.0164 0.4000 0.0387 0.0000 0.0246 0.4000 1.0000 0.0000 
0.3238 0.3287 0.0000 0.7000 0.0000 0.4000 0.0164 0.3000 0.0387 0.0000 0.0246 0.5000 1.0000 0.0499 
0.7112 0.3175 0.6000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0393 0.0167 0.0417 0.5000 1.0000 0.0000 
0.5998 0.3175 0.8000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0393 0.0167 0.0417 0.5000 1.0000 0.0000 
0.4613 0.3175 1.0000 0.2000 0.0000 0.4000 0.0167 0.0000 0.0393 0.0167 0.0417 0.5000 1.0000 0.0525 
0.3782 0.3533 0.0000 0.8000 0.0000 0.3000 0.0164 0.2000 0.0387 0.0000 0.0246 0.6000 1.0000 0.0464 
0.9017 0.3425 0.6000 0.2000 0.0000 0.3000 0.0167 0.0000 0.0393 0.0167 0.0417 0.6000 1.0000 0.0487 
0.3238 0.3779 0.0000 0.9000 0.0000 0.2000 0.0164 0.1000 0.0365 0.0000 0.0246 0.7000 1.0000 0.0434 
0.7520 0.3675 0.6000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0371 0.0167 0.0417 0.7000 1.0000 0.0000 
0.6230 0.3675 0.8000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0371 0.0167 0.0417 0.7000 1.0000 0.0000 
0.2555 0.3675 1.0000 0.2000 0.0000 0.2000 0.0167 0.0000 0.0371 0.0167 0.0417 0.7000 1.0000 0.0000 
0.2555 0.3803 1.0000 0.2000 0.1000 0.2000 0.0172 0.1000 0.0084 0.0172 0.0781 0.7000 1.0000 0.0000 
0.4277 0.3615 0.0000 1.0000 0.0000 0.1000 0.0164 0.0000 0.0365 0.0000 0.0246 0.8000 1.0000 0.0454 
0.9007 0.3508 0.6000 0.2000 0.0000 0.1000 0.0167 0.0000 0.0371 0.0167 0.0417 0.8000 1.0000 0.0475 
0.1971 0.3861 0.0000 0.2000 0.0000 0.9000 0.0164 0.8000 0.0365 0.0082 0.0246 1.0000 1.0000 0.0212 
0.3943 0.3810 0.6000 0.2000 0.0000 0.9000 0.0165 0.0000 0.0368 0.0165 0.0331 1.0000 1.0000 0.0000 
0.4719 0.3810 0.8000 0.2000 0.0000 0.9000 0.0165 0.0000 0.0368 0.0165 0.0331 1.0000 1.0000 0.0000 
0.5046 0.3810 1.0000 0.2000 0.0000 0.9000 0.0165 0.0000 0.0368 0.0165 0.0331 1.0000 1.0000 0.0000 
0.5046 0.3943 1.0000 0.2000 0.1000 0.9000 0.0171 0.1000 0.0162 0.0171 0.0691 1.0000 1.0000 0.0000 
0.3528 0.3874 0.0000 0.3000 0.0000 0.8000 0.0336 0.7000 0.0374 0.0000 0.0504 0.1000 1.0000 0.0868 
0.4464 0.3661 0.6000 0.2000 0.0000 0.8000 0.0348 0.0000 0.0387 0.0348 0.0870 0.1000 1.0000 0.0000 
0.3159 0.3661 0.8000 0.2000 0.0000 0.8000 0.0348 0.0000 0.0387 0.0348 0.0870 0.1000 1.0000 0.0000 
0.7325 0.3661 1.0000 0.2000 0.0000 0.8000 0.0348 0.0000 0.0387 0.0348 0.0870 0.1000 1.0000 0.0950 
0.2550 0.4378 0.0000 0.4000 0.0000 0.7000 0.0336 0.6000 0.0374 0.0000 0.0504 0.2000 1.0000 0.0000 
0.4476 0.4378 0.0000 0.5000 0.0000 0.6000 0.0336 0.5000 0.0061 0.0000 0.0504 0.3000 1.0000 0.0768 
0.9295 0.4183 0.6000 0.2000 0.0000 0.6000 0.0348 0.0000 0.0063 0.0348 0.0870 0.3000 1.0000 0.0832 
0.2285 0.4830 0.0000 0.6000 0.0000 0.5000 0.0333 0.4000 0.0000 0.0000 0.0393 0.4000 1.0000 0.0000 
0.1875 0.4882 0.0000 0.7000 0.0000 0.4000 0.0336 0.3000 0.0033 0.0000 0.0504 0.5000 1.0000 0.0000 
0.2401 0.4882 0.0000 0.8000 0.0000 0.3000 0.0336 0.2000 0.0033 0.0000 0.0504 0.6000 1.0000 0.0000 
0.4382 0.4882 0.0000 0.9000 0.0000 0.2000 0.0336 0.1000 0.0033 0.0000 0.0504 0.7000 1.0000 0.0688 
0.7686 0.4704 0.6000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0034 0.0348 0.0870 0.7000 1.0000 0.0000 
0.2075 0.4704 0.8000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0034 0.0348 0.0870 0.7000 1.0000 0.0000 
0.2587 0.4704 1.0000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0034 0.0348 0.0870 0.7000 1.0000 0.0000 
0.2125 0.4546 0.0000 1.0000 0.0000 0.1000 0.0336 0.0000 0.0033 0.0000 0.0504 0.8000 1.0000 0.0000 
0.2683 0.4704 0.0000 0.3000 0.0000 0.9000 0.0348 0.7000 0.0034 0.0174 0.0870 1.0000 1.0000 0.0370 
0.4055 0.4611 0.6000 0.3000 0.0000 0.9000 0.0354 0.1000 0.0035 0.0354 0.1062 1.0000 1.0000 0.0000 
0.3188 0.4611 0.8000 0.3000 0.0000 0.9000 0.0354 0.1000 0.0035 0.0354 0.1062 1.0000 1.0000 0.0000 
0.2252 0.4611 1.0000 0.3000 0.0000 0.9000 0.0354 0.1000 0.0035 0.0354 0.1062 1.0000 1.0000 0.0000 
0.2401 0.4609 0.0000 0.3000 0.0000 0.8000 0.0708 0.7000 0.0000 0.0000 0.1059 0.1000 1.0000 0.0000 
0.2746 0.4611 0.0000 0.4000 0.0000 0.7000 0.0708 0.6000 0.0035 0.0000 0.1062 0.2000 1.0000 0.0000 
0.1823 0.4481 0.0000 0.5000 0.0000 0.6000 0.0688 0.5000 0.0000 0.0000 0.0750 0.3000 1.0000 0.0000 
0.3306 0.4320 0.0000 0.6000 0.0000 0.5000 0.0663 0.4000 0.0000 0.0000 0.0364 0.4000 1.0000 0.1536 
0.1197 0.4847 0.0000 0.7000 0.0000 0.3000 0.0686 0.2000 0.0000 0.0000 0.0725 0.5000 1.0000 0.0000 
0.1459 0.4999 0.0000 0.8000 0.0000 0.2000 0.0708 0.1000 0.0000 0.0000 0.1062 0.7000 1.0000 0.0000 
0.3588 0.4999 0.0000 0.9000 0.0000 0.1000 0.0708 0.0000 0.0000 0.0000 0.1062 0.8000 1.0000 0.1416 
0.7065 0.4618 0.6000 0.2000 0.0000 0.1000 0.0762 0.0000 0.0000 0.0762 0.1905 0.8000 1.0000 0.0000 
0.5877 0.4618 0.8000 0.2000 0.0000 0.1000 0.0762 0.0000 0.0000 0.0762 0.1905 0.8000 1.0000 0.0000 
0.4850 0.4618 1.0000 0.2000 0.0000 0.1000 0.0762 0.0000 0.0000 0.0762 0.1905 0.8000 1.0000 0.0000 
0.3283 0.3715 0.0000 0.2000 0.0000 1.0000 0.0734 0.7000 0.0000 0.0734 0.1468 0.9000 1.0000 0.0000 
0.5095 0.3715 0.6000 0.2000 0.0000 1.0000 0.0734 0.1000 0.0000 0.0734 0.1468 0.9000 1.0000 0.0000 
0.4046 0.3715 0.8000 0.2000 0.0000 1.0000 0.0734 0.1000 0.0000 0.0734 0.1468 0.9000 1.0000 0.0000 
0.2396 0.3715 1.0000 0.2000 0.0000 1.0000 0.0734 0.1000 0.0000 0.0734 0.1468 0.9000 1.0000 0.0000 
0.2884 0.4194 0.0000 0.3000 0.1000 0.9000 0.0919 0.6000 0.0000 0.0460 0.4366 1.0000 1.0000 0.0000 
0.4277 0.3526 0.0000 0.4000 0.0000 0.8000 0.1546 0.5000 0.0000 0.0000 0.2078 0.1000 1.0000 0.4385 
0.5392 0.2342 0.6000 0.4000 0.0000 0.8000 0.1829 0.3000 0.0000 0.1829 0.4286 0.1000 1.0000 0.0000 
0.9428 0.2342 0.8000 0.4000 0.0000 0.8000 0.1829 0.3000 0.0000 0.1829 0.4286 0.1000 1.0000 0.0000 
0.9401 0.2342 1.0000 0.4000 0.0000 0.8000 0.1829 0.3000 0.0000 0.1829 0.4286 0.1000 1.0000 0.0000 
0.1176 0.1825 0.0000 0.4000 0.0000 0.5000 0.1425 0.4000 0.0000 0.0000 0.1133 0.3000 1.0000 0.0000 
0.3238 0.1833 0.0000 0.5000 0.0000 0.4000 0.1431 0.3000 0.0000 0.0000 0.1183 0.4000 1.0000 0.7809 
0.1576 0.3136 0.0000 0.6000 0.0000 0.2000 0.1488 0.1000 0.0000 0.0000 0.1626 0.5000 1.0000 0.0000 
0.3612 0.2546 0.0000 0.2000 0.0000 0.9000 0.1584 0.3000 0.0000 0.0792 0.2376 1.0000 1.0000 0.3111 
0.5095 0.1905 0.6000 0.2000 0.0000 0.9000 0.1720 0.0000 0.0000 0.1720 0.3441 1.0000 1.0000 0.0000 
0.8585 0.1905 0.8000 0.2000 0.0000 0.9000 0.1720 0.0000 0.0000 0.1720 0.3441 1.0000 1.0000 0.0000 
0.8366 0.1905 1.0000 0.2000 0.0000 0.9000 0.1720 0.0000 0.0000 0.1720 0.3441 1.0000 1.0000 0.9032 
0.3238 0.4683 0.0000 0.3000 0.0000 0.8000 0.3015 0.2000 0.0000 0.0000 0.1776 0.1000 1.0000 0.6437 
0.1362 0.1699 0.0000 0.4000 0.0000 0.2000 0.3069 0.1000 0.0000 0.0000 0.1987 0.3000 1.0000 0.0000 
0.1910 0.2207 0.0000 0.5000 0.0000 0.1000 0.3987 0.0000 0.0000 0.0000 0.5572 0.4000 1.0000 0.0000 
0.2611 0.2060 0.0000 0.2000 0.0000 0.9000 0.3720 0.3000 0.0000 0.1860 0.4532 1.0000 1.0000 0.0000 
0.1918 0.3046 0.0000 0.3000 0.0000 0.8000 1.0000 0.2000 0.0000 0.0000 1.1496 0.1000 1.0000 0.0000 
0.2560 0.2007 0.0000 0.4000 0.0000 0.2000 0.7250 0.1000 0.0000 0.0000 0.4160 0.3000 1.0000 0.0000 
0.4476 0.2756 0.0000 0.5000 0.0000 0.1000 0.9958 0.0000 0.0000 0.0000 0.9449 0.4000 1.0000 1.0000 
