PROBAB  STACK VIRADA NPARTI BIGBLI NRAISE  NFOLD POSICA    POT STACKM POTTOT DEALER  NJOGO  SAIDA 
0.9462 0.0717 0.6000 0.3000 0.0000 0.1000 0.0104 0.0000 0.0661 0.0104 0.0363 0.8000 1.0000 0.1445 
0.9462 0.0626 0.6000 0.2000 0.1000 0.1000 0.0106 0.1000 0.0626 0.0212 0.0582 0.8000 1.0000 0.0000 
0.8750 0.0626 0.8000 0.2000 0.0000 0.1000 0.0106 0.1000 0.0626 0.0212 0.0582 0.8000 1.0000 0.1689 
0.1568 0.1100 0.0000 0.3000 0.1000 1.0000 0.0106 0.7000 0.0673 0.0106 0.0552 0.9000 1.0000 0.0000 
0.2830 0.1017 0.0000 0.3000 0.0000 0.9000 0.0103 0.7000 0.0654 0.0051 0.0256 1.0000 1.0000 0.0504 
0.2830 0.0989 0.0000 0.2000 0.1000 0.9000 0.0105 0.1000 0.0670 0.0105 0.0501 1.0000 1.0000 0.0000 
0.2237 0.0971 0.0000 0.3000 0.0000 0.8000 0.0206 0.7000 0.0619 0.0000 0.0309 0.1000 1.0000 0.0000 
0.2530 0.0971 0.0000 0.4000 0.0000 0.7000 0.0206 0.6000 0.0658 0.0000 0.0309 0.2000 1.0000 0.2123 
0.5854 0.0781 0.6000 0.2000 0.0000 0.7000 0.0211 0.0000 0.0671 0.0211 0.0526 0.2000 1.0000 0.0000 
0.4799 0.0781 0.8000 0.2000 0.0000 0.7000 0.0211 0.0000 0.0671 0.0211 0.0526 0.2000 1.0000 0.0000 
0.3805 0.0781 1.0000 0.2000 0.0000 0.7000 0.0211 0.0000 0.0671 0.0211 0.0526 0.2000 1.0000 0.0000 
0.1176 0.1307 0.0000 0.6000 0.0000 0.6000 0.0211 0.4000 0.0671 0.0000 0.0526 0.3000 1.0000 0.0000 
0.1043 0.1280 0.0000 0.6000 0.0000 0.5000 0.0206 0.4000 0.0407 0.0000 0.0309 0.4000 1.0000 0.0000 
0.1823 0.1280 0.0000 0.7000 0.0000 0.4000 0.0206 0.3000 0.0304 0.0000 0.0309 0.5000 1.0000 0.0000 
0.1303 0.1280 0.0000 0.8000 0.0000 0.3000 0.0206 0.2000 0.0304 0.0000 0.0309 0.6000 1.0000 0.0000 
0.3306 0.1280 0.0000 0.9000 0.0000 0.2000 0.0206 0.1000 0.0304 0.0000 0.0309 0.7000 1.0000 0.1610 
0.8395 0.1120 0.6000 0.3000 0.0000 0.2000 0.0215 0.0000 0.0317 0.0215 0.0753 0.7000 1.0000 0.0000 
0.8178 0.1120 0.8000 0.3000 0.0000 0.2000 0.0215 0.0000 0.0317 0.0215 0.0753 0.7000 1.0000 0.0000 
0.9282 0.1120 1.0000 0.3000 0.0000 0.2000 0.0215 0.0000 0.0317 0.0215 0.0753 0.7000 1.0000 0.0192 
0.4382 0.1796 0.0000 1.0000 0.0000 0.1000 0.0206 0.0000 0.0304 0.0000 0.0309 0.8000 1.0000 0.1148 
0.8130 0.1658 0.6000 0.3000 0.0000 0.1000 0.0215 0.0000 0.0317 0.0215 0.0753 0.8000 1.0000 0.0000 
0.6607 0.1658 0.8000 0.3000 0.0000 0.1000 0.0215 0.0000 0.0317 0.0215 0.0753 0.8000 1.0000 0.0000 
0.8283 0.1658 1.0000 0.3000 0.0000 0.1000 0.0215 0.0000 0.0317 0.0215 0.0753 0.8000 1.0000 0.0000 
0.1714 0.2411 0.0000 0.4000 0.0000 0.9000 0.0215 0.6000 0.0317 0.0108 0.0753 1.0000 1.0000 0.0000 
0.1452 0.2385 0.0000 0.3000 0.0000 0.8000 0.0426 0.7000 0.0313 0.0000 0.0638 0.1000 1.0000 0.0000 
0.4007 0.2385 0.0000 0.4000 0.0000 0.7000 0.0426 0.6000 0.0313 0.0000 0.0638 0.2000 1.0000 0.1784 
0.4464 0.2047 0.6000 0.2000 0.0000 0.7000 0.0444 0.0000 0.0327 0.0444 0.1111 0.2000 1.0000 0.0000 
0.3498 0.2047 0.8000 0.2000 0.0000 0.7000 0.0444 0.0000 0.0327 0.0444 0.1111 0.2000 1.0000 0.0000 
0.2262 0.2047 1.0000 0.2000 0.0000 0.7000 0.0444 0.0000 0.0327 0.0444 0.1111 0.2000 1.0000 0.0000 
0.2560 0.3023 0.0000 0.5000 0.0000 0.6000 0.0426 0.5000 0.0313 0.0000 0.0638 0.3000 1.0000 0.0000 
0.3956 0.3121 0.0000 0.7000 0.1000 0.5000 0.0439 0.3000 0.0000 0.0000 0.0982 0.4000 1.0000 0.1407 
0.5653 0.2805 0.6000 0.3000 0.0000 0.5000 0.0459 0.2000 0.0000 0.0459 0.1487 0.4000 1.0000 0.0000 
0.4702 0.2805 0.8000 0.3000 0.0000 0.5000 0.0459 0.2000 0.0000 0.0459 0.1487 0.4000 1.0000 0.0000 
0.3699 0.2805 1.0000 0.3000 0.0000 0.5000 0.0459 0.2000 0.0000 0.0459 0.1487 0.4000 1.0000 0.0000 
0.3588 0.2598 0.0000 0.7000 0.0000 0.3000 0.0426 0.2000 0.0000 0.0000 0.0638 0.5000 1.0000 0.1638 
0.5318 0.2320 0.6000 0.3000 0.0000 0.3000 0.0455 0.0000 0.0000 0.0455 0.1364 0.5000 1.0000 0.0000 
0.7054 0.2320 0.8000 0.3000 0.0000 0.3000 0.0455 0.0000 0.0000 0.0455 0.1364 0.5000 1.0000 0.0000 
0.5593 0.2320 1.0000 0.3000 0.0000 0.3000 0.0455 0.0000 0.0000 0.0455 0.1364 0.5000 1.0000 0.0000 
0.1954 0.2158 0.0000 0.8000 0.1000 0.2000 0.0423 0.1000 0.0000 0.0000 0.0568 0.7000 1.0000 0.0000 
0.1429 0.2172 0.0000 0.9000 0.0000 0.1000 0.0426 0.0000 0.0000 0.0000 0.0638 0.8000 1.0000 0.0000 
0.3660 0.1824 0.0000 0.2000 0.0000 1.0000 0.0444 0.7000 0.0000 0.0444 0.1111 0.9000 1.0000 0.0000 
0.9425 0.1824 0.6000 0.2000 0.0000 1.0000 0.0444 0.1000 0.0000 0.0444 0.1111 0.9000 1.0000 0.2436 
0.2228 0.2698 0.0000 0.3000 0.1000 0.9000 0.0442 0.6000 0.0000 0.0221 0.1050 1.0000 1.0000 0.0819 
0.3275 0.2533 0.6000 0.3000 0.0000 0.9000 0.0452 0.2000 0.0000 0.0452 0.1299 1.0000 1.0000 0.0000 
0.2310 0.2533 0.8000 0.3000 0.0000 0.9000 0.0452 0.2000 0.0000 0.0452 0.1299 1.0000 1.0000 0.0000 
0.2241 0.2533 1.0000 0.3000 0.0000 0.9000 0.0452 0.2000 0.0000 0.0452 0.1299 1.0000 1.0000 0.0000 
0.2401 0.2414 0.0000 0.3000 0.1000 0.8000 0.0861 0.5000 0.0000 0.0000 0.0767 0.1000 1.0000 0.0000 
0.1918 0.2548 0.0000 0.4000 0.0000 0.4000 0.0909 0.3000 0.0000 0.0000 0.1364 0.3000 1.0000 0.0000 
0.2237 0.2548 0.0000 0.5000 0.0000 0.3000 0.0909 0.2000 0.0000 0.0000 0.1364 0.5000 1.0000 0.3568 
0.6475 0.1802 0.6000 0.2000 0.0000 0.3000 0.1000 0.0000 0.0000 0.1000 0.2500 0.5000 1.0000 0.0000 
0.6764 0.1802 0.8000 0.2000 0.0000 0.3000 0.1000 0.0000 0.0000 0.1000 0.2500 0.5000 1.0000 0.0000 
0.3239 0.1802 1.0000 0.2000 0.0000 0.3000 0.1000 0.0000 0.0000 0.1000 0.2500 0.5000 1.0000 0.0000 
0.3807 0.3696 0.0000 0.6000 0.2000 0.2000 0.0859 0.1000 0.0000 0.0000 0.0739 0.7000 1.0000 0.2324 
0.8878 0.3426 0.6000 0.4000 0.0000 0.2000 0.1037 0.2000 0.0000 0.1037 0.2967 0.7000 1.0000 0.4209 
0.2830 0.5662 0.0000 0.3000 0.0000 0.9000 0.1000 0.2000 0.0000 0.0500 0.2500 1.0000 1.0000 0.0883 
0.2234 0.5434 0.6000 0.3000 0.0000 0.9000 0.1053 0.1000 0.0000 0.1053 0.3158 1.0000 1.0000 0.0000 
0.2334 0.5434 0.8000 0.3000 0.0000 0.9000 0.1053 0.1000 0.0000 0.1053 0.3158 1.0000 1.0000 0.0000 
0.0573 0.5434 1.0000 0.3000 0.0000 0.9000 0.1053 0.1000 0.0000 0.1053 0.3158 1.0000 1.0000 0.0000 
0.1989 0.5515 0.0000 0.4000 0.3000 0.8000 0.2137 0.1000 0.0000 0.0000 0.3355 0.1000 1.0000 0.0000 
0.2520 0.3720 0.0000 0.2000 0.0000 1.0000 0.2353 0.1000 0.0000 0.2353 0.4706 0.7000 1.0000 0.0000 
0.3943 0.3720 0.6000 0.2000 0.0000 1.0000 0.2353 0.1000 0.0000 0.2353 0.4706 0.7000 1.0000 0.0000 
0.2800 0.3720 0.8000 0.2000 0.0000 1.0000 0.2353 0.1000 0.0000 0.2353 0.4706 0.7000 1.0000 0.0000 
0.8175 0.3720 1.0000 0.2000 0.0000 1.0000 0.2353 0.1000 0.0000 0.2353 0.4706 0.7000 1.0000 0.6949 
0.3329 0.8216 0.0000 0.3000 0.0000 0.9000 0.2667 0.0000 0.0000 0.1333 0.6667 1.0000 1.0000 0.1623 
0.9601 0.7942 0.6000 0.3000 0.0000 0.9000 0.3077 0.1000 0.0000 0.3077 0.9231 1.0000 1.0000 0.3874 
0.1714 0.1026 0.0000 0.4000 0.0000 0.8000 0.0103 0.6000 0.0923 0.0000 0.0256 0.1000 1.0000 0.0000 
0.4382 0.1015 0.0000 0.4000 0.0000 0.7000 0.0102 0.6000 0.0914 0.0000 0.0152 0.2000 1.0000 0.1000 
0.7399 0.0923 0.6000 0.2000 0.0000 0.7000 0.0103 0.0000 0.0923 0.0103 0.0256 0.2000 1.0000 0.0000 
0.6254 0.0923 0.8000 0.2000 0.0000 0.7000 0.0103 0.0000 0.0923 0.0103 0.0256 0.2000 1.0000 0.0000 
0.6254 0.0933 0.8000 0.2000 0.1000 0.7000 0.0104 0.1000 0.0829 0.0104 0.0363 0.2000 1.0000 0.0000 
0.2144 0.0914 0.0000 0.5000 0.0000 0.6000 0.0102 0.5000 0.0914 0.0000 0.0152 0.3000 1.0000 0.0000 
0.1954 0.0914 0.0000 0.6000 0.0000 0.5000 0.0102 0.4000 0.0914 0.0000 0.0152 0.4000 1.0000 0.0000 
0.3114 0.0914 0.0000 0.7000 0.0000 0.4000 0.0102 0.3000 0.0812 0.0000 0.0152 0.5000 1.0000 0.1111 
0.4909 0.0821 0.6000 0.2000 0.0000 0.4000 0.0103 0.0000 0.0821 0.0103 0.0256 0.5000 1.0000 0.0000 
0.3972 0.0821 0.8000 0.2000 0.0000 0.4000 0.0103 0.0000 0.0821 0.0103 0.0256 0.5000 1.0000 0.0000 
0.1464 0.0821 1.0000 0.2000 0.0000 0.4000 0.0103 0.0000 0.0821 0.0103 0.0256 0.5000 1.0000 0.0000 
0.1459 0.0821 0.0000 0.9000 0.0000 0.3000 0.0103 0.1000 0.0821 0.0000 0.0256 0.6000 1.0000 0.0000 
0.2570 0.0812 0.0000 0.9000 0.0000 0.2000 0.0102 0.1000 0.0812 0.0000 0.0152 0.7000 1.0000 0.0000 
0.2007 0.0812 0.0000 1.0000 0.0000 0.1000 0.0102 0.0000 0.0812 0.0000 0.0152 0.8000 1.0000 0.0000 
0.4277 0.0829 0.0000 0.4000 0.0000 0.9000 0.0104 0.6000 0.0777 0.0052 0.0363 1.0000 1.0000 0.0625 
0.9601 0.0781 0.6000 0.4000 0.0000 0.9000 0.0104 0.2000 0.0781 0.0104 0.0417 1.0000 1.0000 0.1333 
0.1303 0.1186 0.0000 0.3000 0.0000 0.8000 0.0206 0.7000 0.0670 0.0000 0.0309 0.1000 1.0000 0.0000 
0.2683 0.1186 0.0000 0.4000 0.0000 0.7000 0.0206 0.6000 0.0567 0.0000 0.0309 0.2000 1.0000 0.0000 
0.4277 0.1186 0.0000 0.5000 0.0000 0.6000 0.0206 0.5000 0.0567 0.0000 0.0309 0.3000 1.0000 0.1739 
0.5764 0.1000 0.6000 0.2000 0.0000 0.6000 0.0211 0.0000 0.0579 0.0211 0.0526 0.3000 1.0000 0.0000 
0.5764 0.1032 0.6000 0.2000 0.1000 0.6000 0.0217 0.1000 0.0598 0.0217 0.0865 0.3000 1.0000 0.0000 
0.3306 0.1000 0.0000 0.7000 0.0000 0.5000 0.0211 0.3000 0.0579 0.0000 0.0526 0.4000 1.0000 0.2105 
0.4278 0.0806 0.6000 0.3000 0.0000 0.5000 0.0215 0.1000 0.0591 0.0215 0.0753 0.4000 1.0000 0.0000 
0.3149 0.0806 0.8000 0.3000 0.0000 0.5000 0.0215 0.1000 0.0591 0.0215 0.0753 0.4000 1.0000 0.0000 
0.7396 0.0806 1.0000 0.3000 0.0000 0.5000 0.0215 0.1000 0.0591 0.0215 0.0753 0.4000 1.0000 0.0000 
0.3636 0.0773 0.0000 0.7000 0.0000 0.4000 0.0206 0.3000 0.0515 0.0000 0.0309 0.5000 1.0000 0.2667 
0.5872 0.0604 0.6000 0.4000 0.0000 0.4000 0.0220 0.0000 0.0385 0.0220 0.0989 0.5000 1.0000 0.0000 
0.6133 0.0604 0.8000 0.4000 0.0000 0.4000 0.0220 0.0000 0.0385 0.0220 0.0989 0.5000 1.0000 0.0000 
0.6008 0.0604 1.0000 0.4000 0.0000 0.4000 0.0220 0.0000 0.0385 0.0220 0.0989 0.5000 1.0000 0.0000 
0.3982 0.0567 0.0000 0.8000 0.0000 0.3000 0.0206 0.2000 0.0412 0.0000 0.0309 0.6000 1.0000 0.3636 
0.8223 0.0368 0.6000 0.2000 0.0000 0.3000 0.0211 0.0000 0.0368 0.0211 0.0526 0.6000 1.0000 0.0000 
0.7042 0.0368 0.8000 0.2000 0.0000 0.3000 0.0211 0.0000 0.0368 0.0211 0.0526 0.6000 1.0000 0.0000 
0.5392 0.0368 1.0000 0.2000 0.0000 0.3000 0.0211 0.0000 0.0368 0.0211 0.0526 0.6000 1.0000 0.0000 
0.3588 0.0895 0.0000 1.0000 0.0000 0.2000 0.0211 0.0000 0.0421 0.0000 0.0526 0.7000 1.0000 0.2353 
0.8237 0.0707 0.6000 0.4000 0.0000 0.2000 0.0217 0.1000 0.0435 0.0217 0.0870 0.7000 1.0000 0.0000 
0.7054 0.0707 0.8000 0.4000 0.0000 0.2000 0.0217 0.1000 0.0435 0.0217 0.0870 0.7000 1.0000 0.0000 
0.5481 0.0707 1.0000 0.4000 0.0000 0.2000 0.0217 0.1000 0.0435 0.0217 0.0870 0.7000 1.0000 0.0000 
0.1616 0.0670 0.0000 1.0000 0.0000 0.1000 0.0206 0.0000 0.0412 0.0000 0.0309 0.8000 1.0000 0.0000 
0.2025 0.0486 0.0000 0.2000 0.1000 1.0000 0.0216 0.8000 0.0432 0.0216 0.0802 0.9000 1.0000 0.0000 
0.3528 0.0368 0.0000 0.3000 0.0000 0.9000 0.0211 0.7000 0.0368 0.0105 0.0526 1.0000 1.0000 0.2857 
0.3528 0.0272 0.0000 0.2000 0.1000 0.9000 0.0218 0.1000 0.0272 0.0218 0.0890 1.0000 1.0000 0.0000 
0.2663 0.0266 0.0000 0.3000 0.0000 0.8000 0.0426 0.7000 0.0266 0.0000 0.0638 0.1000 1.0000 0.0000 
0.2560 0.0278 0.0000 0.5000 0.0000 0.7000 0.0444 0.5000 0.0278 0.0000 0.1111 0.2000 1.0000 0.0000 
0.4186 0.0266 0.0000 0.5000 0.0000 0.6000 0.0426 0.5000 0.0160 0.0000 0.0638 0.3000 1.0000 0.0000 
0.2725 0.0266 0.0000 0.6000 0.0000 0.5000 0.0426 0.4000 0.0160 0.0000 0.0638 0.4000 1.0000 0.0000 
0.2905 0.0266 0.0000 0.7000 0.1000 0.4000 0.0426 0.3000 0.0000 0.0000 0.0638 0.5000 1.0000 0.0000 
0.3956 0.0266 0.0000 0.8000 0.0000 0.2000 0.0426 0.1000 0.0000 0.0000 0.0638 0.6000 1.0000 0.0000 
0.1866 0.0266 0.0000 0.9000 0.0000 0.1000 0.0426 0.0000 0.0000 0.0000 0.0638 0.8000 1.0000 0.0000 
0.2256 0.0691 0.0000 0.2000 0.0000 0.9000 0.0426 0.7000 0.0000 0.0213 0.0638 1.0000 1.0000 0.3077 
0.7876 0.0489 0.6000 0.2000 0.0000 0.9000 0.0435 0.0000 0.0000 0.0435 0.0870 1.0000 1.0000 0.0000 
0.7782 0.0489 0.8000 0.2000 0.0000 0.9000 0.0435 0.0000 0.0000 0.0435 0.0870 1.0000 1.0000 0.0000 
0.7169 0.0489 1.0000 0.2000 0.0000 0.9000 0.0435 0.0000 0.0000 0.0435 0.0870 1.0000 1.0000 0.8889 
0.4186 0.1420 0.0000 0.3000 0.0000 0.8000 0.0909 0.6000 0.0000 0.0000 0.1364 0.1000 1.0000 0.6400 
0.7176 0.0563 0.6000 0.2000 0.0000 0.8000 0.1000 0.0000 0.0000 0.1000 0.2500 0.1000 1.0000 0.0000 
0.6021 0.0563 0.8000 0.2000 0.0000 0.8000 0.1000 0.0000 0.0000 0.1000 0.2500 0.1000 1.0000 0.0000 
0.4850 0.0563 1.0000 0.2000 0.0000 0.8000 0.1000 0.0000 0.0000 0.1000 0.2500 0.1000 1.0000 0.0000 
0.2256 0.0476 0.0000 0.4000 0.1000 0.6000 0.0847 0.5000 0.0000 0.0000 0.0582 0.2000 1.0000 0.0000 
0.2237 0.0511 0.0000 0.5000 0.0000 0.5000 0.0909 0.4000 0.0000 0.0000 0.1364 0.3000 1.0000 0.0000 
0.2841 0.0520 0.0000 0.7000 0.2000 0.4000 0.0925 0.2000 0.0000 0.0000 0.1561 0.4000 1.0000 0.0000 
0.3014 0.0563 0.0000 0.8000 0.0000 0.2000 0.1000 0.0000 0.0000 0.0000 0.2500 0.5000 1.0000 0.0000 
0.1918 0.0500 0.0000 0.8000 0.1000 0.1000 0.0889 0.0000 0.0000 0.0000 0.1111 0.6000 1.0000 0.0000 
0.1600 0.0057 0.0000 0.2000 0.0000 0.9000 0.0909 0.5000 0.0000 0.0455 0.1364 1.0000 1.0000 0.0000 
0.3102 0.0083 0.0000 0.4000 0.0000 0.8000 0.2667 0.3000 0.0000 0.0000 0.6667 0.1000 1.0000 0.0000 
0.1429 0.0060 0.0000 0.6000 0.3000 0.4000 0.1922 0.1000 0.0000 0.0000 0.2014 0.2000 1.0000 0.0000 
0.1722 0.0061 0.0000 0.5000 0.1000 0.1000 0.1963 0.0000 0.0000 0.0000 0.2270 0.3000 1.0000 0.0000 
0.1910 0.0881 0.0000 0.3000 0.1000 0.8000 0.5640 0.0000 0.0000 0.0000 0.7626 0.1000 1.0000 0.0000 
0.2247 0.1015 0.0000 0.3000 0.0000 0.8000 0.0102 0.7000 0.0914 0.0000 0.0152 0.1000 1.0000 0.0000 
