PROBAB  STACK VIRADA NPARTI NRAISE POSICA BIGBLI  NFOLD STACKM    POT POTTOT DEALER  NJOGO  SAIDA 
0.6483 0.0186 1.0000 0.2000 0.0000 0.6000 0.0045 0.0000 0.0134 0.0607 0.1282 0.8000 1.0000 0.0000 
0.6483 0.0190 1.0000 0.2000 0.1000 0.6000 0.0046 0.1000 0.0137 0.0619 0.1504 0.8000 1.0000 1.0000 
0.2490 0.1487 0.0000 0.7000 0.0000 0.5000 0.0040 0.3000 0.0080 0.0000 0.0101 0.9000 1.0000 0.0272 
0.2490 0.1551 0.0000 0.3000 0.2000 0.5000 0.0043 0.4000 0.0086 0.0043 0.0829 0.9000 1.0000 0.0000 
0.1310 0.1441 0.0000 0.7000 0.0000 0.4000 0.0040 0.3000 0.0079 0.0000 0.0060 1.0000 1.0000 0.0000 
0.4007 0.1450 0.0000 0.8000 0.0000 0.3000 0.0081 0.2000 0.0080 0.0000 0.0121 0.1000 1.0000 0.0558 
0.4007 0.1404 0.0000 0.2000 0.1000 0.3000 0.0083 0.6000 0.0082 0.0083 0.0381 0.1000 1.0000 0.0640 
0.4007 0.1394 0.0000 0.2000 0.1000 0.3000 0.0088 0.0000 0.0087 0.0183 0.1012 0.1000 1.0000 0.0000 
0.1576 0.1281 0.0000 0.9000 0.0000 0.2000 0.0081 0.1000 0.0080 0.0000 0.0121 0.2000 1.0000 0.0000 
0.1459 0.1281 0.0000 1.0000 0.0000 0.1000 0.0081 0.0000 0.0000 0.0000 0.0120 0.3000 1.0000 0.0000 
0.1866 0.1382 0.0000 0.2000 0.1000 1.0000 0.0093 0.8000 0.0232 0.0093 0.1654 0.4000 1.0000 0.0000 
0.1866 0.1236 0.0000 0.4000 0.1000 0.9000 0.0086 0.6000 0.0215 0.0043 0.0787 0.5000 1.0000 0.0000 
0.3341 0.1221 0.0000 0.4000 0.1000 0.8000 0.0085 0.6000 0.0212 0.0000 0.0652 0.6000 1.0000 0.0000 
0.1529 0.1224 0.0000 0.5000 0.1000 0.7000 0.0085 0.5000 0.0213 0.0000 0.0680 0.7000 1.0000 0.0000 
0.2052 0.1219 0.0000 0.6000 0.1000 0.6000 0.0085 0.4000 0.0145 0.0000 0.0638 0.8000 1.0000 0.0000 
0.3612 0.1179 0.0000 0.8000 0.0000 0.5000 0.0082 0.2000 0.0099 0.0000 0.0288 0.9000 1.0000 0.0698 
0.5430 0.1106 0.6000 0.4000 0.0000 0.5000 0.0083 0.2000 0.0099 0.0083 0.0373 0.9000 1.0000 0.0000 
0.4469 0.1106 0.8000 0.4000 0.0000 0.5000 0.0083 0.2000 0.0099 0.0083 0.0373 0.9000 1.0000 0.0000 
0.3215 0.1106 1.0000 0.4000 0.0000 0.5000 0.0083 0.2000 0.0099 0.0083 0.0373 0.9000 1.0000 0.0000 
0.1815 0.1088 0.0000 0.8000 0.0000 0.4000 0.0082 0.2000 0.0098 0.0000 0.0204 1.0000 1.0000 0.0000 
0.1452 0.1092 0.0000 0.8000 0.0000 0.3000 0.0164 0.2000 0.0098 0.0000 0.0246 0.1000 1.0000 0.0000 
0.2746 0.1092 0.0000 0.9000 0.0000 0.2000 0.0164 0.1000 0.0098 0.0000 0.0246 0.2000 1.0000 0.0000 
0.2247 0.1092 0.0000 1.0000 0.0000 0.1000 0.0164 0.0000 0.0098 0.0000 0.0246 0.3000 1.0000 0.0000 
0.2343 0.0944 0.0000 0.2000 0.0000 1.0000 0.0167 0.8000 0.0100 0.0167 0.0417 0.4000 1.0000 0.0000 
0.5207 0.0944 0.6000 0.2000 0.0000 1.0000 0.0167 0.1000 0.0100 0.0167 0.0417 0.4000 1.0000 0.0000 
0.4456 0.0963 0.8000 0.2000 0.1000 1.0000 0.0170 0.0000 0.0102 0.0170 0.0631 0.4000 1.0000 0.0000 
0.3014 0.0898 0.0000 0.3000 0.1000 0.9000 0.0174 0.7000 0.0026 0.0087 0.0867 0.5000 1.0000 0.0000 
0.1399 0.1015 0.0000 0.4000 0.1000 0.8000 0.0197 0.6000 0.0000 0.0000 0.2290 0.6000 1.0000 0.0000 
0.2530 0.0899 0.0000 0.5000 0.1000 0.6000 0.0174 0.4000 0.0000 0.0000 0.0884 0.8000 1.0000 0.0000 
0.4007 0.0846 0.0000 0.5000 0.0000 0.5000 0.0164 0.4000 0.0000 0.0000 0.0246 0.9000 1.0000 0.1937 
0.4007 0.0720 0.0000 0.2000 0.1000 0.5000 0.0173 0.3000 0.0000 0.0173 0.0818 0.9000 1.0000 0.0000 
0.1910 0.0682 0.0000 0.6000 0.0000 0.4000 0.0164 0.3000 0.0000 0.0000 0.0246 1.0000 1.0000 0.0000 
0.3588 0.0700 0.0000 0.7000 0.0000 0.3000 0.0336 0.2000 0.0000 0.0000 0.0504 0.1000 1.0000 0.0000 
0.3636 0.0700 0.0000 0.8000 0.0000 0.2000 0.0336 0.1000 0.0000 0.0000 0.0504 0.2000 1.0000 0.4805 
0.8168 0.0376 0.6000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0000 0.0348 0.0870 0.2000 1.0000 0.0000 
0.6713 0.0376 0.8000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0000 0.0348 0.0870 0.2000 1.0000 0.0000 
0.6251 0.0376 1.0000 0.2000 0.0000 0.2000 0.0348 0.0000 0.0000 0.0348 0.0870 0.2000 1.0000 0.9249 
0.3528 0.1184 0.0000 0.9000 0.0000 0.1000 0.0331 0.0000 0.0000 0.0000 0.0330 0.3000 1.0000 0.2792 
0.3349 0.0914 0.6000 0.3000 0.0000 0.1000 0.0354 0.1000 0.0000 0.0354 0.1061 0.3000 1.0000 0.0000 
0.3498 0.0914 0.8000 0.3000 0.0000 0.1000 0.0354 0.1000 0.0000 0.0354 0.1061 0.3000 1.0000 0.0000 
0.3658 0.0914 1.0000 0.3000 0.0000 0.1000 0.0354 0.1000 0.0000 0.0354 0.1061 0.3000 1.0000 0.0000 
0.4382 0.1766 0.0000 0.3000 0.0000 0.9000 0.0348 0.5000 0.0000 0.0174 0.0870 0.4000 1.0000 0.0985 
0.8279 0.1621 0.6000 0.3000 0.0000 0.9000 0.0354 0.1000 0.0000 0.0354 0.1062 0.4000 1.0000 0.0000 
0.7100 0.1621 0.8000 0.3000 0.0000 0.9000 0.0354 0.1000 0.0000 0.0354 0.1062 0.4000 1.0000 0.0000 
0.5452 0.1621 1.0000 0.3000 0.0000 0.9000 0.0354 0.1000 0.0000 0.0354 0.1062 0.4000 1.0000 0.0000 
0.2642 0.1592 0.0000 0.4000 0.0000 0.8000 0.0348 0.4000 0.0000 0.0000 0.0870 0.6000 1.0000 0.0000 
0.1490 0.1720 0.0000 0.6000 0.1000 0.5000 0.0376 0.2000 0.0000 0.0000 0.1740 0.8000 1.0000 0.0000 
0.3272 0.1539 0.0000 0.5000 0.0000 0.3000 0.0336 0.2000 0.0000 0.0000 0.0504 1.0000 1.0000 0.2184 
0.8942 0.1245 0.6000 0.2000 0.0000 0.3000 0.0348 0.0000 0.0000 0.0348 0.0870 1.0000 1.0000 0.2795 
0.3528 0.2152 0.0000 0.6000 0.0000 0.2000 0.0708 0.1000 0.0000 0.0000 0.1062 0.1000 1.0000 0.3290 
0.3497 0.1554 0.6000 0.2000 0.0000 0.2000 0.0762 0.0000 0.0000 0.0762 0.1905 0.1000 1.0000 0.0000 
1.0000 0.1554 0.8000 0.2000 0.0000 0.2000 0.0762 0.0000 0.0000 0.0762 0.1905 0.1000 1.0000 0.4904 
0.5595 0.3155 0.0000 0.7000 0.0000 0.1000 0.0695 0.0000 0.0000 0.0000 0.0861 0.2000 1.0000 0.2203 
0.7242 0.3528 0.0000 0.2000 0.0000 0.9000 0.0669 0.4000 0.0000 0.0334 0.0446 0.3000 1.0000 0.0947 
0.1806 0.4208 0.0000 0.3000 0.0000 0.8000 0.0708 0.2000 0.0000 0.0000 0.1062 0.6000 1.0000 0.0000 
0.2550 0.4208 0.0000 0.4000 0.0000 0.2000 0.0708 0.1000 0.0000 0.0000 0.1062 1.0000 1.0000 0.0000 
0.3856 0.4066 0.0000 0.5000 0.0000 0.1000 0.1368 0.0000 0.0000 0.0000 0.0689 0.1000 1.0000 0.3365 
0.3376 0.4110 0.0000 0.2000 0.0000 0.9000 0.1381 0.2000 0.0000 0.0691 0.0790 0.2000 1.0000 0.1680 
0.1608 0.3922 0.0000 0.3000 0.0000 0.8000 0.1584 0.1000 0.0000 0.0000 0.2376 0.6000 1.0000 0.0000 
0.3588 0.3914 0.0000 0.4000 0.0000 0.1000 0.1581 0.0000 0.0000 0.0000 0.2350 1.0000 1.0000 0.4039 
0.4501 0.3058 0.6000 0.3000 0.0000 0.1000 0.2072 0.1000 0.0000 0.2072 0.6189 1.0000 1.0000 0.0000 
0.3382 0.3058 0.8000 0.3000 0.0000 0.1000 0.2072 0.1000 0.0000 0.2072 0.6189 1.0000 1.0000 0.0000 
0.2481 0.3058 1.0000 0.3000 0.0000 0.1000 0.2072 0.1000 0.0000 0.2072 0.6189 1.0000 1.0000 0.0000 
0.2052 0.2365 0.0000 0.2000 0.0000 0.9000 0.3205 0.2000 0.0000 0.1602 0.2519 0.2000 1.0000 0.0000 
0.2285 0.3067 0.0000 0.3000 0.0000 0.8000 0.4156 0.1000 0.0000 0.0000 0.6234 0.6000 1.0000 0.0000 
0.3624 0.3058 0.0000 0.4000 0.0000 0.1000 0.4144 0.0000 0.0000 0.0000 0.6189 1.0000 1.0000 1.0000 
0.3014 0.4699 0.0000 0.2000 0.0000 0.9000 0.7633 0.1000 0.0000 0.3816 0.4908 0.1000 1.0000 0.8122 
0.2323 0.1524 0.0000 0.3000 0.0000 0.8000 1.0000 0.0000 0.0000 0.0000 1.5747 0.6000 1.0000 1.0000 
